Input,Output,Target
"['i', 'm', 'very', 'sorry', 'EOS']","['estoy', 'muy', 'muy', 'EOS']","['lo', 'siento', 'mucho', 'EOS', 'SOS']"
"['you', 'look', 'upset', 'EOS', 'SOS']","['te', 'te', 'EOS']","['pareces', 'molesto', 'EOS', 'SOS', 'SOS']"
"['that', 'belongs', 'to', 'me', 'EOS']","['me', 'me', 'gusta', 'EOS']","['eso', 'me', 'pertenece', 'EOS', 'SOS']"
"['she', 'heard', 'him', 'scream', 'EOS']","['ella', 'ella', 'un', 'EOS']","['ella', 'le', 'oyo', 'gritar', 'EOS']"
"['tom', 'is', 'praying', 'EOS', 'SOS']","['tom', 'es', 'es', 'EOS']","['tom', 'esta', 'rezando', 'EOS', 'SOS']"
"['who', 'said', 'it', '?', 'EOS']","['quien', 'es', '?', '?', 'EOS']","['quien', 'lo', 'dijo', '?', 'EOS']"
"['run', 'and', 'hide', 'EOS', 'SOS']","['deja', 'a', 'EOS']","['corre', 'y', 'escondete', 'EOS', 'SOS']"
"['this', 'is', 'his', 'EOS', 'SOS']","['esto', 'es', 'EOS']","['esta', 'es', 'suya', 'EOS', 'SOS']"
"['tom', 'was', 'with', 'mary', 'EOS']","['tom', 'tiene', 'un', 'EOS']","['tom', 'estaba', 'con', 'mary', 'EOS']"
"['it', 's', 'questionable', 'EOS', 'SOS']","['es', 'muy', 'EOS']","['es', 'discutible', 'EOS', 'SOS', 'SOS']"
"['they', 'trusted', 'tom', 'EOS', 'SOS']","['tom', 'a', 'a', 'a', 'EOS']","['ellos', 'confiaron', 'en', 'tom', 'EOS']"
"['we', 're', 'in', 'town', 'EOS']","['estamos', 'estamos', 'EOS']","['estamos', 'en', 'la', 'ciudad', 'EOS']"
"['they', 'were', 'sleeping', 'EOS', 'SOS']","['ellos', 'de', 'EOS']","['estaban', 'durmiendo', 'EOS', 'SOS', 'SOS']"
"['mary', 'lost', 'an', 'earring', 'EOS']","['tom', 'un', 'un', 'EOS']","['mary', 'perdio', 'un', 'pendiente', 'EOS']"
"['your', 'english', 'is', 'improving', 'EOS']","['la', 'es', 'es', 'EOS']","['tu', 'ingles', 'esta', 'mejorando', 'EOS']"
"['we', 'should', 'remain', 'quiet', 'EOS']","['tenemos', 'a', 'EOS']","['deberiamos', 'hacer', 'silencio', 'EOS', 'SOS']"
"['we', 'enjoyed', 'swimming', 'EOS', 'SOS']","['ellos', 'de', 'EOS']","['la', 'pasamos', 'bien', 'nadando', 'EOS']"
"['i', 'want', 'this', 'guitar', 'EOS']","['quiero', 'a', 'aqui', 'EOS']","['quiero', 'esta', 'guitarra', 'EOS', 'SOS']"
"['you', 'are', 'not', 'japanese', 'EOS']","['no', 'no', 'son', 'EOS']","['ustedes', 'no', 'son', 'japoneses', 'EOS']"
"['tom', 'lowered', 'his', 'voice', 'EOS']","['tom', 'es', 'su', 'EOS']","['tom', 'apago', 'la', 'voz', 'EOS']"
"['tom', 'was', 'an', 'accountant', 'EOS']","['tom', 'fue', 'un', 'EOS']","['tom', 'era', 'contador', 'EOS', 'SOS']"
"['tom', 'betrayed', 'us', 'EOS', 'SOS']","['tom', 'se', 'a', 'EOS']","['tom', 'nos', 'traiciono', 'EOS', 'SOS']"
"['keep', 'warm', 'EOS', 'SOS', 'SOS']","['ellos', 'EOS']","['mantenganse', 'calientes', 'EOS', 'SOS', 'SOS']"
"['they', 'left', 'EOS', 'SOS', 'SOS']","['ellos', 'EOS']","['se', 'iban', 'EOS', 'SOS', 'SOS']"
"['i', 'could', 'kill', 'you', 'EOS']","['te', 'te', 'te', 'EOS']","['yo', 'os', 'podria', 'matar', 'EOS']"
"['it', 'seems', 'warm', 'outside', 'EOS']","['te', 'te', 'a', 'EOS']","['se', 've', 'caluroso', 'afuera', 'EOS']"
"['i', 'felt', 'embarrassed', 'EOS', 'SOS']","['me', 'siento', 'EOS']","['me', 'senti', 'avergonzada', 'EOS', 'SOS']"
"['the', 'experiment', 'failed', 'EOS', 'SOS']","['el', 'se', 'la', 'EOS']","['el', 'experimento', 'fallo', 'EOS', 'SOS']"
"['tom', 'is', 'getting', 'bored', 'EOS']","['tom', 'es', 'es', 'esta', 'EOS']","['tom', 'se', 'esta', 'aburriendo', 'EOS']"
"['it', 's', 'too', 'hot', 'EOS']","['es', 'es', 'EOS']","['esta', 'demasiado', 'caliente', 'EOS', 'SOS']"
"['she', 's', 'muttering', 'something', 'EOS']","['ella', 'es', 'es', 'EOS']","['ella', 'esta', 'refunfunando', 'algo', 'EOS']"
"['speak', 'more', 'slowly', 'EOS', 'SOS']","['nadie', 'la', 'EOS']","['hable', 'mas', 'despacio', 'EOS', 'SOS']"
"['the', 'implications', 'are', 'frightening', 'EOS']","['el', 'la', 'la', 'EOS']","['las', 'implicaciones', 'son', 'aterradoras', 'EOS']"
"['i', 'want', 'a', 'discount', 'EOS']","['quiero', 'un', 'SOS', 'EOS']","['quiero', 'un', 'descuento', 'EOS', 'SOS']"
"['please', 'visit', 'me', 'tomorrow', 'EOS']","['por', 'favor', 'por', 'EOS']","['por', 'favor', 'visitame', 'manana', 'EOS']"
"['were', 'you', 'watching', '?', 'EOS']","['eres', '?', '?', 'EOS']","['estabas', 'mirando', '?', 'EOS', 'SOS']"
"['tom', 'lost', 'his', 'glasses', 'EOS']","['tom', 'tiene', 'su', 'EOS']","['tom', 'perdio', 'sus', 'gafas', 'EOS']"
"['they', 'said', 'yes', 'EOS', 'SOS']","['ellos', 'a', 'EOS']","['dijeron', 'que', 'si', 'EOS', 'SOS']"
"['this', 'is', 'my', 'notebook', 'EOS']","['esta', 'es', 'mi', 'EOS']","['este', 'es', 'mi', 'cuaderno', 'EOS']"
"['you', 're', 'not', 'stupid', 'EOS']","['no', 'no', 'EOS']","['no', 'sos', 'estupido', 'EOS', 'SOS']"
"['we', 'can', 'win', 'EOS', 'SOS']","['estamos', 'EOS']","['podemos', 'ganar', 'EOS', 'SOS', 'SOS']"
"['get', 'tom', 'EOS', 'SOS', 'SOS']","['tom', 'a', 'tom', 'EOS']","['agarra', 'a', 'tom', 'EOS', 'SOS']"
"['we', 're', 'watching', 'EOS', 'SOS']","['estamos', 'estamos', 'EOS']","['estamos', 'observando', 'EOS', 'SOS', 'SOS']"
"['she', 'likes', 'miniskirts', 'EOS', 'SOS']","['ella', 'se', 'EOS']","['le', 'gustan', 'las', 'minifaldas', 'EOS']"
"['what', 'a', 'fiasco', '!', 'EOS']","['que', 'un', '!', 'EOS']","['que', 'fiasco', '!', 'EOS', 'SOS']"
"['you', 're', 'my', 'enemy', 'EOS']","['eres', 'muy', 'EOS']","['eres', 'mi', 'enemiga', 'EOS', 'SOS']"
"['she', 's', 'my', 'wife', 'EOS']","['esta', 'mi', 'mi', 'EOS']","['es', 'mi', 'esposa', 'EOS', 'SOS']"
"['don', 't', 'blame', 'me', 'EOS']","['no', 'me', 'no', 'EOS']","['no', 'me', 'culpes', 'EOS', 'SOS']"
"['i', 'am', 'studying', 'now', 'EOS']","['estoy', 'estoy', 'EOS']","['ahora', 'estoy', 'estudiando', 'EOS', 'SOS']"
"['i', 'want', 'many', 'things', 'EOS']","['quiero', 'a', 'EOS']","['quiero', 'muchas', 'cosas', 'EOS', 'SOS']"
"['cats', 'are', 'weird', 'EOS', 'SOS']","['los', 'son', 'son', 'EOS']","['los', 'gatos', 'son', 'extranos', 'EOS']"
"['tom', 'eats', 'too', 'fast', 'EOS']","['tom', 'es', 'EOS']","['tom', 'come', 'muy', 'rapido', 'EOS']"
"['tom', 'just', 'landed', 'EOS', 'SOS']","['tom', 'se', 'a', 'EOS']","['tom', 'acaba', 'de', 'aterrizar', 'EOS']"
"['this', 'is', 'very', 'risky', 'EOS']","['esto', 'es', 'muy', 'EOS']","['esto', 'es', 'muy', 'arriesgado', 'EOS']"
"['ok', 'try', 'again', 'EOS', 'SOS']","['los', 'a', 'EOS']","['vamos', 'otra', 'intentona', 'EOS', 'SOS']"
"['refrain', 'from', 'smoking', 'here', 'EOS']","['aqui', 'aqui', 'aqui', 'EOS']","['abstengase', 'de', 'fumar', 'aqui', 'EOS']"
"['he', 'looked', 'very', 'happy', 'EOS']","['el', 'es', 'muy', 'EOS']","['el', 'parecia', 'muy', 'feliz', 'EOS']"
"['i', 'm', 'selling', 'it', 'EOS']","['estoy', 'estoy', 'EOS']","['estoy', 'vendiendolo', 'EOS', 'SOS', 'SOS']"
"['that', 'man', 'is', 'dead', 'EOS']","['eso', 'es', 'es', 'EOS']","['este', 'hombre', 'esta', 'muerto', 'EOS']"
"['everybody', 'jumped', 'EOS', 'SOS', 'SOS']","['todos', 'EOS']","['todos', 'saltaron', 'EOS', 'SOS', 'SOS']"
"['tom', 'bores', 'me', 'EOS', 'SOS']","['tom', 'me', 'gusta', 'EOS']","['tom', 'me', 'aburre', 'EOS', 'SOS']"
"['was', 'i', 'snoring', '?', 'EOS']","['quien', '?', '?', 'EOS']","['estaba', 'roncando', '?', 'EOS', 'SOS']"
"['tom', 'spoke', 'calmly', 'EOS', 'SOS']","['tom', 'se', 'a', 'EOS']","['tom', 'hablaba', 'con', 'calma', 'EOS']"
"['i', 'can', 't', 'drive', 'EOS']","['no', 'no', 'no', 'EOS']","['yo', 'no', 'puedo', 'conducir', 'EOS']"
"['they', 're', 'absolutely', 'right', 'EOS']","['son', 'son', 'son', 'EOS']","['tienen', 'toda', 'la', 'razon', 'EOS']"
"['is', 'something', 'wrong', '?', 'EOS']","['esta', 'es', '?', 'EOS']","['esta', 'mal', '?', 'EOS', 'SOS']"
"['there', 'are', 'the', 'presents', 'EOS']","['el', 'el', 'la', 'EOS']","['alli', 'estan', 'los', 'regalos', 'EOS']"
"['i', 'm', 'getting', 'divorced', 'EOS']","['estoy', 'estoy', 'estoy', 'EOS']","['me', 'estoy', 'divorciando', 'EOS', 'SOS']"
"['he', 'sang', 'off', 'key', 'EOS']","['el', 'el', 'el', 'EOS']","['el', 'canto', 'desafinado', 'EOS', 'SOS']"
"['tom', 'is', 'mesmerized', 'EOS', 'SOS']","['tom', 'es', 'es', 'EOS']","['tom', 'esta', 'hipnotizado', 'EOS', 'SOS']"
"['we', 'sang', 'with', 'tom', 'EOS']","['tom', 'a', 'a', 'EOS']","['cantamos', 'con', 'tom', 'EOS', 'SOS']"
"['i', 'watched', 'you', 'EOS', 'SOS']","['te', 'te', 'EOS']","['os', 'vigile', 'EOS', 'SOS', 'SOS']"
"['i', 'lost', 'my', 'hat', 'EOS']","['me', 'me', 'mi', 'casa', 'EOS']","['yo', 'perdi', 'mi', 'sombrero', 'EOS']"
"['hang', 'on', '!', 'EOS', 'SOS']","['que', '!', '!', 'EOS']","['espera', 'un', 'momento', '!', 'EOS']"
"['take', 'my', 'hand', 'EOS', 'SOS']","['el', 'la', 'EOS']","['toma', 'mi', 'mano', 'EOS', 'SOS']"
"['i', 'burned', 'the', 'paper', 'EOS']","['el', 'la', 'libro', 'EOS']","['queme', 'el', 'papel', 'EOS', 'SOS']"
"['you', 're', 'blowing', 'it', 'EOS']","['eres', 'muy', 'EOS']","['la', 'estas', 'cagando', 'EOS', 'SOS']"
"['i', 'm', 'not', 'satisfied', 'EOS']","['no', 'estoy', 'muy', 'EOS']","['no', 'estoy', 'satisfecha', 'EOS', 'SOS']"
"['i', 'was', 'outside', 'EOS', 'SOS']","['me', 'me', 'EOS']","['yo', 'estaba', 'fuera', 'EOS', 'SOS']"
"['this', 'sounds', 'familiar', 'EOS', 'SOS']","['esto', 'es', 'esto', 'EOS']","['esto', 'me', 'suena', 'EOS', 'SOS']"
"['tell', 'me', 'a', 'story', 'EOS']","['necesito', 'un', 'EOS']","['cuentame', 'un', 'cuento', 'EOS', 'SOS']"
"['he', 'should', 'thank', 'you', 'EOS']","['el', 'te', 'EOS']","['deberia', 'darte', 'las', 'gracias', 'EOS']"
"['i', 've', 'found', 'it', 'EOS']","['lo', 'lo', 'EOS']","['lo', 'he', 'encontrado', 'EOS', 'SOS']"
"['we', 've', 'had', 'enough', 'EOS']","['tenemos', 'lo', 'EOS']","['hemos', 'tenido', 'suficiente', 'EOS', 'SOS']"
"['don', 't', 'make', 'noise', 'EOS']","['no', 'no', 'EOS']","['no', 'hagas', 'ruido', 'EOS', 'SOS']"
"['things', 'look', 'good', 'EOS', 'SOS']","['el', 'la', 'EOS']","['todo', 'parece', 'ir', 'bien', 'EOS']"
"['tom', 'paid', 'the', 'bill', 'EOS']","['tom', 'esta', 'la', 'casa', 'EOS']","['tom', 'pago', 'la', 'cuenta', 'EOS']"
"['this', 'doesn', 't', 'work', 'EOS']","['no', 'no', 'es', 'EOS']","['esto', 'no', 'funciona', 'EOS', 'SOS']"
"['show', 'me', 'EOS', 'SOS', 'SOS']","['me', 'EOS']","['mostrame', 'EOS', 'SOS', 'SOS', 'SOS']"
"['that', 'can', 't', 'be', 'EOS']","['no', 'no', 'es', 'EOS']","['eso', 'no', 'puede', 'ser', 'EOS']"
"['tom', 's', 'shot', 'EOS', 'SOS']","['tom', 'es', 'EOS']","['tom', 'fue', 'disparado', 'EOS', 'SOS']"
"['something', 'strange', 'is', 'happening', 'EOS']","['esta', 'es', 'esta', 'EOS']","['algo', 'raro', 'esta', 'pasando', 'EOS']"
"['we', 're', 'objective', 'EOS', 'SOS']","['estamos', 'estamos', 'EOS']","['somos', 'objetivos', 'EOS', 'SOS', 'SOS']"
"['your', 'shoes', 'are', 'here', 'EOS']","['aqui', 'aqui', 'aqui', 'EOS']","['aqui', 'estan', 'tus', 'zapatos', 'EOS']"
"['i', 'm', 'not', 'busy', 'EOS']","['no', 'estoy', 'muy', 'EOS']","['no', 'estoy', 'ocupado', 'EOS', 'SOS']"
"['turn', 'on', 'your', 'back', 'EOS']","['tu', 'tu', 'EOS']","['pongase', 'de', 'espalda', 'EOS', 'SOS']"
"['it', 's', 'raining', 'outside', 'EOS']","['es', 'es', 'es', 'EOS']","['afuera', 'esta', 'lloviendo', 'EOS', 'SOS']"
"['we', 're', 'being', 'attacked', 'EOS']","['estamos', 'estamos', 'EOS']","['nos', 'atacan', 'EOS', 'SOS', 'SOS']"
"['help', 'me', 'push', 'it', 'EOS']","['lo', 'lo', 'lo', 'EOS']","['ayudame', 'a', 'empujarlo', 'EOS', 'SOS']"
"['we', 'prayed', 'together', 'EOS', 'SOS']","['ellos', 'EOS']","['rezamos', 'juntos', 'EOS', 'SOS', 'SOS']"
"['this', 'looks', 'great', 'EOS', 'SOS']","['esto', 'es', 'esto', 'EOS']","['esto', 'se', 've', 'estupendo', 'EOS']"
"['pay', 'very', 'close', 'attention', 'EOS']","['es', 'muy', 'EOS']","['presta', 'mucha', 'atencion', 'EOS', 'SOS']"
"['i', 'was', 'fired', 'EOS', 'SOS']","['me', 'gusta', 'EOS']","['me', 'despidieron', 'EOS', 'SOS', 'SOS']"
"['they', 'amended', 'the', 'document', 'EOS']","['el', 'el', 'la', 'EOS']","['ellos', 'corrigieron', 'el', 'documento', 'EOS']"
"['i', 'know', 'those', 'women', 'EOS']","['me', 'me', 'mi', 'EOS']","['conozco', 'a', 'esas', 'mujeres', 'EOS']"
"['we', 're', 'still', 'eating', 'EOS']","['estamos', 'estamos', 'EOS']","['todavia', 'estamos', 'comiendo', 'EOS', 'SOS']"
"['they', 'must', 'be', 'happy', 'EOS']","['ellos', 'son', 'de', 'EOS']","['ellas', 'deben', 'ser', 'felices', 'EOS']"
"['tom', 'let', 'me', 'down', 'EOS']","['tom', 'me', 'EOS']","['tom', 'me', 'defraudo', 'EOS', 'SOS']"
"['i', 'moved', 'EOS', 'SOS', 'SOS']","['me', 'siento', 'EOS']","['me', 'he', 'trasladado', 'EOS', 'SOS']"
"['tom', 'deserves', 'the', 'prize', 'EOS']","['tom', 'tiene', 'la', 'libro', 'EOS']","['tom', 'merece', 'el', 'premio', 'EOS']"
"['that', 'happens', 'a', 'lot', 'EOS']","['eso', 'es', 'un', 'EOS']","['eso', 'sucede', 'mucho', 'EOS', 'SOS']"
"['you', 'guys', 'are', 'wrong', 'EOS']","['eres', 'son', '?', 'SOS', 'SOS']","['estais', 'equivocados', 'EOS', 'SOS', 'SOS']"
"['we', 'need', 'a', 'watchdog', 'EOS']","['necesito', 'un', 'EOS']","['necesitamos', 'un', 'perro', 'guardian', 'EOS']"
"['i', 'like', 'sashimi', 'EOS', 'SOS']","['me', 'gusta', 'me', 'EOS']","['me', 'gusta', 'el', 'sashimi', 'EOS']"
"['there', 'was', 'absolute', 'silence', 'EOS']","['no', 'no', 'EOS']","['habia', 'silencio', 'absoluto', 'EOS', 'SOS']"
"['i', 've', 'seen', 'them', 'EOS']","['yo', 'siento', 'de', 'EOS']","['los', 'he', 'visto', 'EOS', 'SOS']"
"['write', 'it', 'down', 'EOS', 'SOS']","['lo', 'EOS']","['apuntatelo', 'EOS', 'SOS', 'SOS', 'SOS']"
"['tom', 'was', 'sweating', 'EOS', 'SOS']","['tom', 'estaba', 'EOS']","['tom', 'estaba', 'sudando', 'EOS', 'SOS']"
"['i', 'could', 'kill', 'you', 'EOS']","['te', 'te', 'te', 'EOS']","['yo', 'podria', 'matarlos', 'EOS', 'SOS']"
"['what', 'a', 'collection', '!', 'EOS']","['que', 'un', '!', 'EOS']","['que', 'coleccion', '!', 'EOS', 'SOS']"
"['we', 'need', 'an', 'answer', 'EOS']","['necesito', 'un', 'SOS', 'EOS']","['necesitamos', 'una', 'respuesta', 'EOS', 'SOS']"
"['what', 'gives', '?', 'EOS', 'SOS']","['quien', 'que', '?', 'EOS']","['que', 'hay', '?', 'EOS', 'SOS']"
"['it', 'll', 'happen', 'EOS', 'SOS']","['lo', 'EOS']","['pasara', 'EOS', 'SOS', 'SOS', 'SOS']"
"['everybody', 'laughed', 'EOS', 'SOS', 'SOS']","['todos', 'por', 'EOS']","['todos', 'rieron', 'EOS', 'SOS', 'SOS']"
"['we', 're', 'not', 'hungry', 'EOS']","['no', 'no', 'EOS']","['no', 'tenemos', 'hambre', 'EOS', 'SOS']"
"['you', 'must', 'stay', 'here', 'EOS']","['aqui', 'aqui', 'aqui', 'EOS']","['te', 'debes', 'quedar', 'aqui', 'EOS']"
"['it', 's', 'quiet', 'EOS', 'SOS']","['es', 'muy', 'EOS']","['es', 'silencioso', 'EOS', 'SOS', 'SOS']"
"['don', 't', 'get', 'fat', 'EOS']","['no', 'no', 'EOS']","['no', 'engordes', 'EOS', 'SOS', 'SOS']"
"['make', 'some', 'noise', '!', 'EOS']","['que', '!', '!', 'EOS']","['armad', 'jaleo', '!', 'EOS', 'SOS']"
"['get', 'down', 'EOS', 'SOS', 'SOS']","['deja', 'EOS']","['abajo', 'EOS', 'SOS', 'SOS', 'SOS']"
"['it', 's', 'definitely', 'different', 'EOS']","['es', 'es', 'un', 'EOS']","['ciertamente', 'es', 'diferente', 'EOS', 'SOS']"
"['i', 'promised', 'EOS', 'SOS', 'SOS']","['me', 'EOS']","['prometi', 'EOS', 'SOS', 'SOS', 'SOS']"
"['he', 'laughed', 'EOS', 'SOS', 'SOS']","['el', 'el', 'EOS']","['el', 'se', 'reia', 'EOS', 'SOS']"
"['i', 'hate', 'cats', 'EOS', 'SOS']","['me', 'a', 'EOS']","['odio', 'los', 'gatos', 'EOS', 'SOS']"
"['they', 'were', 'very', 'confused', 'EOS']","['ellos', 'muy', 'EOS']","['estaban', 'muy', 'confundidos', 'EOS', 'SOS']"
"['everybody', 'paid', 'EOS', 'SOS', 'SOS']","['todos', 'por', 'EOS']","['todos', 'pagaron', 'EOS', 'SOS', 'SOS']"
"['you', 've', 'grown', 'fat', 'EOS']","['te', 'te', 'EOS']","['has', 'engordado', 'EOS', 'SOS', 'SOS']"
"['we', 'must', 'go', 'EOS', 'SOS']","['nos', 'a', 'EOS']","['deberiamos', 'irnos', 'EOS', 'SOS', 'SOS']"
"['i', 'think', 'so', 'too', 'EOS']","['yo', 'lo', 'a', 'EOS']","['yo', 'tambien', 'lo', 'creo', 'EOS']"
"['i', 'fear', 'nothing', 'EOS', 'SOS']","['no', 'lo', 'EOS']","['no', 'temo', 'nada', 'EOS', 'SOS']"
"['the', 'treaty', 'was', 'approved', 'EOS']","['el', 'tiene', 'la', 'EOS']","['el', 'tratado', 'fue', 'aprobado', 'EOS']"
"['tom', 'is', 'a', 'believer', 'EOS']","['tom', 'es', 'un', 'EOS']","['tom', 'es', 'creyente', 'EOS', 'SOS']"
"['i', 'saw', 'the', 'sunrise', 'EOS']","['me', 'la', 'la', 'EOS']","['vi', 'el', 'amanecer', 'EOS', 'SOS']"
"['they', 'followed', 'you', 'EOS', 'SOS']","['te', 'te', 'EOS']","['ellos', 'te', 'siguieron', 'EOS', 'SOS']"
"['we', 'had', 'our', 'reasons', 'EOS']","['tenemos', 'lo', 'que', 'EOS']","['teniamos', 'nuestras', 'razones', 'EOS', 'SOS']"
"['i', 'like', 'your', 'friends', 'EOS']","['me', 'gusta', 'me', 'EOS']","['me', 'gustan', 'tus', 'amigos', 'EOS']"
"['we', 're', 'remodeling', 'EOS', 'SOS']","['estamos', 'estamos', 'EOS']","['estamos', 'de', 'reforma', 'EOS', 'SOS']"
"['tom', 'felt', 'disappointed', 'EOS', 'SOS']","['tom', 'se', 'se', 'EOS']","['tom', 'se', 'sintio', 'decepcionado', 'EOS']"
"['exhale', 'EOS', 'SOS', 'SOS', 'SOS']","['se', 'EOS']","['espire', 'EOS', 'SOS', 'SOS', 'SOS']"
"['it', 's', 'safe', 'here', 'EOS']","['es', 'es', 'aqui', 'EOS']","['aqui', 'estamos', 'seguros', 'EOS', 'SOS']"
"['nobody', 'suspected', 'me', 'EOS', 'SOS']","['me', 'me', 'EOS']","['nadie', 'sospechaba', 'de', 'mi', 'EOS']"
"['we', 'all', 'work', 'together', 'EOS']","['ellos', 'que', 'EOS']","['trabajamos', 'todos', 'juntos', 'EOS', 'SOS']"
"['we', 'appreciate', 'your', 'help', 'EOS']","['tu', 'a', 'EOS']","['apreciamos', 'su', 'ayuda', 'EOS', 'SOS']"
"['the', 'orchestra', 'is', 'playing', 'EOS']","['el', 'esta', 'esta', 'EOS']","['la', 'orquesta', 'esta', 'tocando', 'EOS']"
"['i', 'm', 'absolutely', 'furious', 'EOS']","['estoy', 'estoy', 'EOS']","['estoy', 'totalmente', 'furioso', 'EOS', 'SOS']"
"['he', 'lacks', 'motivation', 'EOS', 'SOS']","['el', 'el', 'EOS']","['le', 'falta', 'motivacion', 'EOS', 'SOS']"
"['find', 'tom', 'EOS', 'SOS', 'SOS']","['tom', 'a', 'tom', 'EOS']","['encuentre', 'a', 'tom', 'EOS', 'SOS']"
"['this', 'should', 'be', 'interesting', 'EOS']","['ella', 'es', 'EOS']","['esto', 'deberia', 'ser', 'interesante', 'EOS']"
"['those', 'are', 'the', 'rules', 'EOS']","['son', 'son', 'son', 'EOS']","['esas', 'son', 'las', 'reglas', 'EOS']"
"['keep', 'warm', 'EOS', 'SOS', 'SOS']","['ellos', 'EOS']","['mantente', 'abrigado', 'EOS', 'SOS', 'SOS']"
"['go', 'on', 'in', 'EOS', 'SOS']","['deja', 'EOS']","['entrad', 'EOS', 'SOS', 'SOS', 'SOS']"
"['i', 'no', 'longer', 'drink', 'EOS']","['no', 'no', 'lo', 'EOS']","['ya', 'no', 'bebo', 'EOS', 'SOS']"
"['tom', 'sat', 'reading', 'EOS', 'SOS']","['tom', 'se', 'a', 'EOS']","['tom', 'estaba', 'sentado', 'leyendo', 'EOS']"
"['we', 'could', 'help', 'tom', 'EOS']","['tom', 'a', 'a', 'tom', 'EOS']","['podriamos', 'ayudar', 'a', 'tom', 'EOS']"
"['it', 'sounds', 'like', 'tom', 'EOS']","['tom', 'a', 'tom', 'EOS']","['suena', 'como', 'tom', 'EOS', 'SOS']"
"['he', 'cried', 'and', 'cried', 'EOS']","['el', 'el', 'el', 'EOS']","['el', 'lloro', 'y', 'lloro', 'EOS']"
"['you', 'changed', 'it', '?', 'EOS']","['quien', '?', '?', '?', 'EOS']","['tu', 'lo', 'cambiaste', '?', 'EOS']"
"['tom', 'can', 'see', 'this', 'EOS']","['tom', 'esta', 'es', 'EOS']","['tom', 'puede', 'ver', 'esto', 'EOS']"
"['you', 'should', 'stay', 'EOS', 'SOS']","['estamos', 'EOS']","['deberian', 'quedarse', 'EOS', 'SOS', 'SOS']"
"['the', 'difference', 'is', 'substantial', 'EOS']","['el', 'esta', 'es', 'EOS']","['la', 'diferencia', 'es', 'sustancial', 'EOS']"
