Input,Output,Target
"['it', 'was', 'no', 'trouble', 'EOS']","['no', 'es', 'EOS']","['no', 'habia', 'ningun', 'problema', 'EOS']"
"['this', 'is', 'an', 'order', 'EOS']","['esto', 'es', 'es', 'EOS']","['esto', 'es', 'una', 'orden', 'EOS']"
"['i', 'want', 'to', 'cry', 'EOS']","['quiero', 'a', 'EOS']","['quiero', 'llorar', 'EOS', 'SOS', 'SOS']"
"['the', 'book', 'is', 'dusty', 'EOS']","['el', 'es', 'es', 'EOS']","['el', 'libro', 'esta', 'polvoriento', 'EOS']"
"['you', 're', 'very', 'skeptical', 'EOS']","['eres', 'muy', 'muy', 'EOS']","['eres', 'muy', 'esceptico', 'EOS', 'SOS']"
"['please', 'wait', 'for', 'me', 'EOS']","['por', 'por', 'por', 'EOS']","['por', 'favor', 'esperadme', 'EOS', 'SOS']"
"['hold', 'your', 'breath', 'EOS', 'SOS']","['tu', 'a', 'EOS']","['conten', 'tu', 'respiracion', 'EOS', 'SOS']"
"['tom', 'isn', 't', 'busy', 'EOS']","['tom', 'no', 'es', 'EOS']","['tom', 'no', 'esta', 'ocupado', 'EOS']"
"['be', 'objective', 'EOS', 'SOS', 'SOS']","['se', 'EOS']","['sea', 'objetivo', 'EOS', 'SOS', 'SOS']"
"['the', 'well', 'ran', 'dry', 'EOS']","['el', 'el', 'la', 'EOS']","['el', 'pozo', 'se', 'seco', 'EOS']"
"['come', 'back', 'soon', 'EOS', 'SOS']","['por', 'EOS']","['vuelve', 'enseguida', 'EOS', 'SOS', 'SOS']"
"['i', 'm', 'like', 'you', 'EOS']","['soy', 'estoy', 'EOS']","['soy', 'como', 'vosotros', 'EOS', 'SOS']"
"['it', 'was', 'pretty', 'good', 'EOS']","['era', 'estaba', 'EOS']","['era', 'bastante', 'bueno', 'EOS', 'SOS']"
"['people', 'are', 'funny', 'EOS', 'SOS']","['no', 'son', 'son', 'EOS']","['la', 'gente', 'es', 'ridicula', 'EOS']"
"['is', 'it', 'far', '?', 'EOS']","['es', '?', '?', 'EOS']","['esta', 'lejos', '?', 'EOS', 'SOS']"
"['don', 't', 'be', 'discouraged', 'EOS']","['no', 'no', 'no', 'EOS']","['no', 'te', 'desanimes', 'EOS', 'SOS']"
"['you', 've', 'got', 'me', 'EOS']","['me', 'me', 'EOS']","['me', 'tienen', 'a', 'mi', 'EOS']"
"['the', 'books', 'are', 'dusty', 'EOS']","['el', 'son', 'son', 'EOS']","['los', 'libros', 'estan', 'polvorientos', 'EOS']"
"['tom', 'isn', 't', 'writing', 'EOS']","['tom', 'no', 'es', 'EOS']","['tom', 'no', 'escribe', 'EOS', 'SOS']"
"['i', 'm', 'listening', 'EOS', 'SOS']","['soy', 'estoy', 'EOS']","['te', 'escuchare', 'EOS', 'SOS', 'SOS']"
"['they', 'both', 'work', 'EOS', 'SOS']","['ellos', 'son', 'EOS']","['ambos', 'funcionan', 'EOS', 'SOS', 'SOS']"
"['they', 're', 'strong', 'EOS', 'SOS']","['estan', 'estan', 'EOS']","['son', 'fuertes', 'EOS', 'SOS', 'SOS']"
"['i', 'heard', 'someone', 'whistle', 'EOS']","['me', 'a', 'a', 'EOS']","['oi', 'a', 'alguien', 'silbar', 'EOS']"
"['stay', 'positive', 'EOS', 'SOS', 'SOS']","['se', 'EOS']","['sigue', 'positiva', 'EOS', 'SOS', 'SOS']"
"['tom', 'should', 'leave', 'now', 'EOS']","['tom', 'tom', 'a', 'EOS']","['tom', 'deberia', 'irse', 'ahora', 'EOS']"
"['we', 're', 'heading', 'home', 'EOS']","['somos', 'son', 'EOS']","['estamos', 'yendo', 'a', 'casa', 'EOS']"
"['this', 'is', 'my', 'husband', 'EOS']","['esto', 'es', 'mi', 'EOS']","['el', 'es', 'mi', 'marido', 'EOS']"
"['i', 'remember', 'doing', 'that', 'EOS']","['eso', 'eso', 'EOS']","['recuerdo', 'hacerlo', 'EOS', 'SOS', 'SOS']"
"['we', 'survived', '!', 'EOS', 'SOS']","['que', 'EOS']","['sobrevivimos', '!', 'EOS', 'SOS', 'SOS']"
"['tom', 'is', 'naked', 'EOS', 'SOS']","['tom', 'es', 'es', 'EOS']","['tom', 'anda', 'en', 'canicas', 'EOS']"
"['you', 're', 'very', 'generous', 'EOS']","['eres', 'muy', 'muy', 'EOS']","['eres', 'muy', 'generoso', 'EOS', 'SOS']"
"['my', 'french', 'is', 'terrible', 'EOS']","['mi', 'mi', 'es', 'EOS']","['mi', 'frances', 'es', 'terrible', 'EOS']"
"['nobody', 'deserves', 'that', 'EOS', 'SOS']","['nadie', 'eso', 'eso', 'EOS']","['nadie', 'se', 'merece', 'eso', 'EOS']"
"['tom', 'is', 'quiet', 'EOS', 'SOS']","['tom', 'es', 'EOS']","['tomas', 'es', 'tranquilo', 'EOS', 'SOS']"
"['i', 'love', 'comedies', 'EOS', 'SOS']","['me', 'a', 'EOS']","['adoro', 'las', 'comedias', 'EOS', 'SOS']"
"['tom', 'always', 'causes', 'trouble', 'EOS']","['tom', 'es', 'es', 'EOS']","['tom', 'siempre', 'causa', 'problemas', 'EOS']"
"['you', 're', 'my', 'father', 'EOS']","['eres', 'muy', 'muy', 'EOS']","['tu', 'eres', 'mi', 'padre', 'EOS']"
"['send', 'me', 'a', 'message', 'EOS']","['dame', 'un', 'un', 'EOS']","['mandame', 'un', 'mensaje', 'EOS', 'SOS']"
"['i', 'bought', 'a', 'watch', 'EOS']","['tengo', 'un', 'un', 'EOS']","['he', 'comprado', 'un', 'reloj', 'EOS']"
"['she', 'did', 'it', 'carefully', 'EOS']","['ella', 'ella', 'lo', 'EOS']","['ella', 'lo', 'hizo', 'cuidadosamente', 'EOS']"
"['this', 'is', 'carcinogenic', 'EOS', 'SOS']","['esto', 'es', 'EOS']","['esto', 'es', 'carcinogeno', 'EOS', 'SOS']"
"['you', 're', 'joking', '!', 'EOS']","['eres', '?', 'EOS']","['bromeas', '?', 'EOS', 'SOS', 'SOS']"
"['i', 'got', 'married', 'EOS', 'SOS']","['me', 'me', 'EOS']","['me', 'case', 'EOS', 'SOS', 'SOS']"
"['don', 't', 'get', 'angry', 'EOS']","['no', 'no', 'no', 'EOS']","['no', 'se', 'enfade', 'EOS', 'SOS']"
"['everything', 'was', 'easy', 'EOS', 'SOS']","['se', 'estaba', 'EOS']","['todo', 'era', 'facil', 'EOS', 'SOS']"
"['tom', 'grabbed', 'a', 'flashlight', 'EOS']","['tom', 'un', 'un', 'EOS']","['tom', 'cogio', 'un', 'foco', 'EOS']"
"['we', 'were', 'too', 'slow', 'EOS']","['nos', 'de', 'EOS']","['eramos', 'demasiado', 'lentos', 'EOS', 'SOS']"
"['they', 're', 'boys', 'EOS', 'SOS']","['estan', 'son', 'EOS']","['son', 'muchachos', 'EOS', 'SOS', 'SOS']"
"['this', 'is', 'your', 'fault', 'EOS']","['esto', 'es', 'es', 'EOS']","['esto', 'es', 'culpa', 'tuya', 'EOS']"
"['he', 'deserves', 'a', 'promotion', 'EOS']","['el', 'un', 'un', 'EOS']","['el', 'merece', 'ser', 'promovido', 'EOS']"
"['sit', 'down', 'over', 'there', 'EOS']","['por', 'por', 'EOS']","['sientense', 'ahi', 'EOS', 'SOS', 'SOS']"
"['i', 'love', 'harvard', 'EOS', 'SOS']","['me', 'a', 'EOS']","['adoro', 'harvard', 'EOS', 'SOS', 'SOS']"
"['i', 'm', 'still', 'single', 'EOS']","['soy', 'estoy', 'EOS']","['todavia', 'estoy', 'soltera', 'EOS', 'SOS']"
"['she', 'bought', 'vegetables', 'yesterday', 'EOS']","['ella', 'ella', 'son', 'EOS']","['ella', 'ayer', 'compro', 'verduras', 'EOS']"
"['you', 'have', 'no', 'messages', 'EOS']","['no', 'no', 'un', 'EOS']","['no', 'tienes', 'ningun', 'mensaje', 'EOS']"
"['tom', 'is', 'absolutely', 'terrified', 'EOS']","['tom', 'es', 'es', 'EOS']","['tom', 'esta', 'totalmente', 'aterrorizado', 'EOS']"
"['there', 'was', 'a', 'trial', 'EOS']","['tengo', 'un', 'un', 'EOS']","['hubo', 'un', 'juicio', 'EOS', 'SOS']"
"['it', 's', 'accurate', 'EOS', 'SOS']","['es', 'EOS']","['es', 'exacto', 'EOS', 'SOS', 'SOS']"
"['i', 'm', 'really', 'worried', 'EOS']","['soy', 'estoy', 'EOS']","['estoy', 'realmente', 'preocupada', 'EOS', 'SOS']"
"['we', 'have', 'nothing', 'EOS', 'SOS']","['no', 'no', 'EOS']","['no', 'tenemos', 'nada', 'EOS', 'SOS']"
"['that', 'is', 'essential', 'EOS', 'SOS']","['eso', 'es', 'es', 'EOS']","['eso', 'es', 'fundamental', 'EOS', 'SOS']"
"['those', 'are', 'too', 'big', 'EOS']","['son', 'son', 'son', 'EOS']","['esos', 'son', 'demasiado', 'grandes', 'EOS']"
"['his', 'hair', 'was', 'brown', 'EOS']","['el', 'fue', 'un', 'EOS']","['su', 'pelo', 'era', 'castano', 'EOS']"
"['no', 'one', 'cared', 'EOS', 'SOS']","['nadie', 'no', 'EOS']","['a', 'nadie', 'le', 'importo', 'EOS']"
"['you', 're', 'opportunistic', 'EOS', 'SOS']","['eres', 'EOS']","['eres', 'oportunista', 'EOS', 'SOS', 'SOS']"
"['that', 's', 'my', 'doll', 'EOS']","['eso', 'es', 'es', 'EOS']","['es', 'mi', 'bebe', 'EOS', 'SOS']"
"['that', 's', 'a', 'myth', 'EOS']","['eso', 'es', 'un', 'EOS']","['eso', 'es', 'un', 'mito', 'EOS']"
"['tom', 'opened', 'the', 'envelope', 'EOS']","['tom', 'el', 'la', 'EOS']","['tom', 'abrio', 'el', 'sobre', 'EOS']"
"['it', 'has', 'been', 'confirmed', 'EOS']","['no', 'a', 'EOS']","['ha', 'sido', 'confirmada', 'EOS', 'SOS']"
"['tom', 'showed', 'no', 'remorse', 'EOS']","['tom', 'no', 'un', 'EOS']","['tom', 'no', 'mostraba', 'arrepentimiento', 'EOS']"
"['just', 'take', 'one', 'EOS', 'SOS']","['por', 'a', 'EOS']","['cojan', 'solo', 'una', 'EOS', 'SOS']"
"['we', 'aren', 't', 'friends', 'EOS']","['no', 'no', 'EOS']","['no', 'somos', 'amigos', 'EOS', 'SOS']"
"['i', 'feel', 'refreshed', 'EOS', 'SOS']","['me', 'gusta', 'EOS']","['me', 'siento', 'refrescado', 'EOS', 'SOS']"
"['it', 's', 'started', 'snowing', 'EOS']","['es', 'es', 'EOS']","['ha', 'empezado', 'a', 'nevar', 'EOS']"
"['i', 'forgot', 'about', 'that', 'EOS']","['me', 'gusta', 'EOS']","['me', 'olvide', 'de', 'eso', 'EOS']"
"['nobody', 's', 'indispensable', 'EOS', 'SOS']","['eso', 'es', 'EOS']","['nadie', 'es', 'indispensable', 'EOS', 'SOS']"
"['they', 'ruined', 'it', 'EOS', 'SOS']","['lo', 'EOS']","['ellos', 'lo', 'arruinaron', 'EOS', 'SOS']"
"['i', 'll', 'make', 'coffee', 'EOS']","['yo', 'EOS']","['hare', 'cafe', 'EOS', 'SOS', 'SOS']"
"['you', 'have', 'to', 'hurry', 'EOS']","['te', 'a', 'que', 'EOS']","['tienes', 'que', 'darte', 'prisa', 'EOS']"
"['i', 'need', 'a', 'loan', 'EOS']","['me', 'un', 'EOS']","['necesito', 'un', 'prestamo', 'EOS', 'SOS']"
"['tom', 'was', 'prepared', 'EOS', 'SOS']","['tom', 'estaba', 'EOS']","['tom', 'estaba', 'preparado', 'EOS', 'SOS']"
"['read', 'it', 'and', 'weep', 'EOS']","['eso', 'a', 'EOS']","['leelo', 'y', 'llora', 'EOS', 'SOS']"
"['do', 'it', 'right', 'now', 'EOS']","['lo', 'a', 'EOS']","['hazlo', 'ahoritita', 'EOS', 'SOS', 'SOS']"
"['they', 'play', 'soccer', 'EOS', 'SOS']","['ellos', 'EOS']","['juegan', 'al', 'futbol', 'EOS', 'SOS']"
"['they', 'are', 'actors', 'EOS', 'SOS']","['ellos', 'son', 'son', 'EOS']","['ellos', 'son', 'actores', 'EOS', 'SOS']"
"['tom', 'is', 'our', 'hero', 'EOS']","['tom', 'es', 'muy', 'EOS']","['tom', 'es', 'nuestro', 'heroe', 'EOS']"
"['grab', 'that', 'EOS', 'SOS', 'SOS']","['eso', 'EOS']","['cogelo', 'EOS', 'SOS', 'SOS', 'SOS']"
"['they', 're', 'here', 'EOS', 'SOS']","['ellos', 'EOS']","['aqui', 'estan', 'EOS', 'SOS', 'SOS']"
"['permit', 'me', 'to', 'stay', 'EOS']","['me', 'a', 'a', 'EOS']","['deja', 'que', 'me', 'quede', 'EOS']"
"['leave', 'the', 'door', 'open', 'EOS']","['la', 'la', 'la', 'EOS']","['deja', 'la', 'puerta', 'abierta', 'EOS']"
"['he', 's', 'in', 'danger', 'EOS']","['el', 'es', 'es', 'EOS']","['el', 'esta', 'en', 'peligro', 'EOS']"
"['tom', 'isn', 't', 'dumb', 'EOS']","['tom', 'no', 'es', 'EOS']","['tom', 'no', 'es', 'estupido', 'EOS']"
"['it', 's', 'absolutely', 'beautiful', 'EOS']","['es', 'es', 'EOS']","['es', 'completamente', 'hermoso', 'EOS', 'SOS']"
"['go', 'with', 'these', 'men', 'EOS']","['nos', 'a', 'a', 'EOS']","['vayan', 'con', 'estos', 'senores', 'EOS']"
"['another', 'coffee', 'please', 'EOS', 'SOS']","['por', 'por', 'EOS']","['otro', 'cafe', 'por', 'favor', 'EOS']"
"['this', 'we', 'all', 'know', 'EOS']","['este', 'esto', 'es', 'EOS']","['eso', 'lo', 'sabemos', 'todos', 'EOS']"
"['return', 'immediately', 'EOS', 'SOS', 'SOS']","['todos', 'EOS']","['vuelve', 'inmediatamente', 'EOS', 'SOS', 'SOS']"
"['they', 'love', 'that', 'EOS', 'SOS']","['eso', 'eso', 'EOS']","['les', 'encanta', 'eso', 'EOS', 'SOS']"
"['here', 'we', 'go', 'EOS', 'SOS']","['por', 'EOS']","['aqui', 'vamos', 'EOS', 'SOS', 'SOS']"
"['is', 'tom', 'babbling', '?', 'EOS']","['tom', 'tom', '?', '?', 'EOS']","['esta', 'tom', 'farfullando', '?', 'EOS']"
"['did', 'you', 'help', '?', 'EOS']","['te', '?', 'EOS']","['ayudaste', '?', 'EOS', 'SOS', 'SOS']"
"['let', 's', 'wait', 'here', 'EOS']","['que', 'EOS']","['esperemos', 'aqui', 'EOS', 'SOS', 'SOS']"
"['these', 'are', 'wonderful', 'EOS', 'SOS']","['son', 'son', 'son', 'EOS']","['estas', 'son', 'maravillosas', 'EOS', 'SOS']"
"['i', 'have', 'no', 'choice', 'EOS']","['no', 'tengo', 'EOS']","['no', 'tengo', 'eleccion', 'EOS', 'SOS']"
"['you', 'have', 'my', 'support', 'EOS']","['mi', 'mi', 'muy', 'EOS']","['teneis', 'mi', 'apoyo', 'EOS', 'SOS']"
"['ask', 'anyone', 'EOS', 'SOS', 'SOS']","['todos', 'EOS']","['preguntadle', 'a', 'cualquiera', 'EOS', 'SOS']"
"['he', 'likes', 'animals', 'EOS', 'SOS']","['el', 'el', 'el', 'EOS']","['le', 'gustan', 'los', 'animales', 'EOS']"
"['i', 'm', 'extroverted', 'EOS', 'SOS']","['estoy', 'EOS']","['soy', 'extrovertida', 'EOS', 'SOS', 'SOS']"
"['i', 've', 'seen', 'them', 'EOS']","['me', 'estoy', 'EOS']","['los', 'he', 'visto', 'EOS', 'SOS']"
"['i', 'have', 'no', 'alternative', 'EOS']","['no', 'tengo', 'un', 'EOS']","['no', 'tengo', 'alternativa', 'EOS', 'SOS']"
"['she', 's', 'our', 'teacher', 'EOS']","['ella', 'es', 'mi', 'EOS']","['ella', 'es', 'nuestra', 'profesora', 'EOS']"
"['they', 'speak', 'french', 'EOS', 'SOS']","['ellos', 'EOS']","['ellas', 'hablan', 'frances', 'EOS', 'SOS']"
"['being', 'honest', 'is', 'important', 'EOS']","['es', 'es', 'es', 'EOS']","['ser', 'honesto', 'es', 'importante', 'EOS']"
"['that', 'shouldn', 't', 'happen', 'EOS']","['eso', 'no', 'es', 'EOS']","['eso', 'no', 'deberia', 'pasar', 'EOS']"
"['think', 'before', 'you', 'speak', 'EOS']","['te', 'a', 'a', 'EOS']","['piensa', 'antes', 'de', 'hablar', 'EOS']"
"['they', 'passed', 'out', 'EOS', 'SOS']","['ellos', 'estan', 'EOS']","['se', 'desmayaron', 'EOS', 'SOS', 'SOS']"
"['beware', 'of', 'imitations', 'EOS', 'SOS']","['ella', 'por', 'de', 'EOS']","['ojo', 'con', 'las', 'imitaciones', 'EOS']"
"['we', 'want', 'peace', 'EOS', 'SOS']","['quiero', 'a', 'EOS']","['queremos', 'la', 'paz', 'EOS', 'SOS']"
"['they', 'are', 'not', 'tired', 'EOS']","['no', 'no', 'son', 'EOS']","['ellos', 'no', 'estan', 'cansados', 'EOS']"
"['he', 'speaks', 'four', 'languages', 'EOS']","['el', 'el', 'el', 'EOS']","['el', 'habla', 'cuatro', 'idiomas', 'EOS']"
"['everyone', 'is', 'at', 'home', 'EOS']","['todos', 'es', 'es', 'EOS']","['todos', 'estan', 'en', 'casa', 'EOS']"
"['tom', 'finished', 'his', 'homework', 'EOS']","['tom', 'se', 'a', 'EOS']","['tom', 'termino', 'su', 'tarea', 'EOS']"
"['tom', 'hurt', 'himself', 'EOS', 'SOS']","['tom', 'se', 'a', 'EOS']","['tom', 'se', 'hizo', 'dano', 'EOS']"
"['let', 'me', 'go', '!', 'EOS']","['que', 'que', 'EOS']","['dejeme', 'ir', '!', 'EOS', 'SOS']"
"['they', 'all', 'rose', 'EOS', 'SOS']","['todos', 'se', 'EOS']","['todos', 'se', 'levantaron', 'EOS', 'SOS']"
"['tom', 'isn', 't', 'naive', 'EOS']","['tom', 'no', 'es', 'EOS']","['tom', 'no', 'es', 'ingenuo', 'EOS']"
"['i', 'll', 'have', 'dinner', 'EOS']","['tengo', 'a', 'EOS']","['voy', 'a', 'cenar', 'EOS', 'SOS']"
"['he', 'was', 'alone', 'there', 'EOS']","['el', 'estaba', 'muy', 'EOS']","['el', 'estaba', 'alli', 'solo', 'EOS']"
"['try', 'it', 'out', 'EOS', 'SOS']","['lo', 'EOS']","['pruebalo', 'EOS', 'SOS', 'SOS', 'SOS']"
"['we', 'love', 'our', 'parks', 'EOS']","['me', 'me', 'a', 'EOS']","['nos', 'gustan', 'nuestros', 'parques', 'EOS']"
"['we', 'attempted', 'the', 'experiment', 'EOS']","['la', 'la', 'la', 'EOS']","['intentamos', 'el', 'experimento', 'EOS', 'SOS']"
"['who', 'ran', '?', 'EOS', 'SOS']","['quien', '?', '?', 'EOS']","['quien', 'corria', '?', 'EOS', 'SOS']"
"['wait', 'here', 'EOS', 'SOS', 'SOS']","['por', 'EOS']","['aguarda', 'aqui', 'EOS', 'SOS', 'SOS']"
"['he', 'is', 'getting', 'old', 'EOS']","['el', 'es', 'es', 'EOS']","['se', 'esta', 'haciendo', 'viejo', 'EOS']"
"['don', 't', 'deny', 'it', 'EOS']","['no', 'no', 'EOS']","['no', 'lo', 'niegues', 'EOS', 'SOS']"
