Input,Output,Target
"['i', 'talk', 'a', 'lot', 'EOS']","['yo', 'un', 'EOS']","['hablo', 'mucho', 'EOS', 'SOS', 'SOS']"
"['don', 't', 'look', 'EOS', 'SOS']","['no', 'no', 'EOS']","['no', 'mireis', 'EOS', 'SOS', 'SOS']"
"['tom', 'was', 'baffled', 'EOS', 'SOS']","['tom', 'estaba', 'EOS']","['tom', 'estaba', 'desorientado', 'EOS', 'SOS']"
"['suddenly', 'the', 'telephone', 'rang', 'EOS']","['el', 'la', 'la', 'EOS']","['el', 'telefono', 'sono', 'repentinamente', 'EOS']"
"['he', 'has', 'many', 'friends', 'EOS']","['el', 'el', 'el', 'EOS']","['tiene', 'muchos', 'amigos', 'EOS', 'SOS']"
"['they', 're', 'fine', 'EOS', 'SOS']","['estan', 'estan', 'EOS']","['ellos', 'estan', 'bien', 'EOS', 'SOS']"
"['see', 'you', 'around', 'EOS', 'SOS']","['te', 'te', 'EOS']","['te', 'veo', 'por', 'ahi', 'EOS']"
"['they', 'traveled', 'together', 'EOS', 'SOS']","['ellos', 'ellos', 'EOS']","['ellos', 'viajaron', 'juntos', 'EOS', 'SOS']"
"['i', 'm', 'completely', 'naked', 'EOS']","['estoy', 'estoy', 'EOS']","['estoy', 'completamente', 'desnudo', 'EOS', 'SOS']"
"['they', 'saw', 'you', 'EOS', 'SOS']","['te', 'te', 'EOS']","['ellos', 'te', 'vieron', 'EOS', 'SOS']"
"['have', 'faith', 'EOS', 'SOS', 'SOS']","['todos', 'a', 'EOS']","['ten', 'fe', 'EOS', 'SOS', 'SOS']"
"['he', 'lives', 'in', 'morocco', 'EOS']","['el', 'el', 'el', 'EOS']","['el', 'vive', 'en', 'marruecos', 'EOS']"
"['tom', 'll', 'remember', 'EOS', 'SOS']","['tom', 'se', 'EOS']","['tom', 'recordara', 'EOS', 'SOS', 'SOS']"
"['there', 's', 'our', 'bus', 'EOS']","['no', 'es', 'EOS']","['ahi', 'esta', 'nuestro', 'bus', 'EOS']"
"['you', 're', 'idiots', 'EOS', 'SOS']","['eres', 'eres', 'EOS']","['ustedes', 'son', 'unos', 'idiotas', 'EOS']"
"['the', 'train', 'was', 'crowded', 'EOS']","['el', 'estaba', 'la', 'EOS']","['el', 'tren', 'iba', 'lleno', 'EOS']"
"['follow', 'me', 'EOS', 'SOS', 'SOS']","['me', 'EOS']","['seguidme', 'EOS', 'SOS', 'SOS', 'SOS']"
"['keep', 'still', 'EOS', 'SOS', 'SOS']","['se', 'EOS']","['mantente', 'quieto', 'EOS', 'SOS', 'SOS']"
"['i', 'speak', 'fast', 'EOS', 'SOS']","['me', 'EOS']","['hablo', 'rapido', 'EOS', 'SOS', 'SOS']"
"['he', 'denied', 'everything', 'EOS', 'SOS']","['el', 'el', 'EOS']","['nego', 'todo', 'EOS', 'SOS', 'SOS']"
"['i', 'brought', 'your', 'suit', 'EOS']","['me', 'a', 'EOS']","['traje', 'tu', 'traje', 'EOS', 'SOS']"
"['the', 'coffee', 'is', 'black', 'EOS']","['el', 'es', 'es', 'EOS']","['el', 'cafe', 'es', 'negro', 'EOS']"
"['she', 'began', 'to', 'sing', 'EOS']","['ella', 'a', 'a', 'EOS']","['ella', 'empezo', 'a', 'cantar', 'EOS']"
"['it', 'started', 'raining', 'heavily', 'EOS']","['la', 'a', 'tom', 'EOS']","['empezo', 'a', 'llover', 'fuerte', 'EOS']"
"['i', 'want', 'to', 'know', 'EOS']","['quiero', 'a', 'EOS']","['quiero', 'saberlo', 'EOS', 'SOS', 'SOS']"
"['tom', 'wants', 'the', 'best', 'EOS']","['tom', 'el', 'el', 'EOS']","['tom', 'quiere', 'lo', 'mejor', 'EOS']"
"['i', 'listened', 'carefully', 'EOS', 'SOS']","['me', 'EOS']","['escuche', 'atentamente', 'EOS', 'SOS', 'SOS']"
"['tom', 'was', 'a', 'nurse', 'EOS']","['tom', 'es', 'un', 'EOS']","['tom', 'era', 'un', 'enfermero', 'EOS']"
"['listen', 'to', 'the', 'music', 'EOS']","['el', 'el', 'la', 'EOS']","['escucha', 'la', 'musica', 'EOS', 'SOS']"
"['this', 'is', 'tasteless', 'EOS', 'SOS']","['esto', 'es', 'es', 'EOS']","['esto', 'esta', 'insipido', 'EOS', 'SOS']"
"['i', 'shot', 'a', 'gun', 'EOS']","['me', 'un', 'un', 'EOS']","['dispare', 'una', 'pistola', 'EOS', 'SOS']"
"['a', 'compromise', 'was', 'reached', 'EOS']","['el', 'un', 'un', 'EOS']","['se', 'logro', 'un', 'compromiso', 'EOS']"
"['you', 'complicate', 'things', 'EOS', 'SOS']","['te', 'EOS']","['complicas', 'las', 'cosas', 'EOS', 'SOS']"
"['you', 're', 'all', 'invited', 'EOS']","['eres', 'eres', 'EOS']","['todas', 'ustedes', 'estan', 'invitadas', 'EOS']"
"['you', 'drive', 'too', 'fast', 'EOS']","['te', 'muy', 'EOS']","['conduces', 'demasiado', 'rapido', 'EOS', 'SOS']"
"['say', 'what', 'you', 'want', 'EOS']","['te', 'te', 'que', 'EOS']","['di', 'lo', 'que', 'quieras', 'EOS']"
"['birds', 'sing', 'EOS', 'SOS', 'SOS']","['se', 'EOS']","['los', 'pajaros', 'cantan', 'EOS', 'SOS']"
"['stay', 'together', 'EOS', 'SOS', 'SOS']","['por', 'por', 'EOS']","['no', 'os', 'separeis', 'EOS', 'SOS']"
"['you', 're', 'my', 'favorite', 'EOS']","['eres', 'muy', 'muy', 'EOS']","['sos', 'mi', 'favorito', 'EOS', 'SOS']"
"['that', 'just', 'sounds', 'stupid', 'EOS']","['eso', 'eso', 'es', 'EOS']","['eso', 'suena', 'bastante', 'tonto', 'EOS']"
"['my', 'jaw', 'hurts', 'EOS', 'SOS']","['me', 'me', 'a', 'EOS']","['me', 'duele', 'la', 'mandibula', 'EOS']"
"['you', 'll', 'see', 'EOS', 'SOS']","['te', 'EOS']","['ya', 'veras', 'EOS', 'SOS', 'SOS']"
"['make', 'your', 'choice', 'EOS', 'SOS']","['tu', 'a', 'SOS', 'SOS', 'SOS']","['escoge', 'EOS', 'SOS', 'SOS', 'SOS']"
"['sorry', 'for', 'the', 'intrusion', 'EOS']","['la', 'la', 'la', 'EOS']","['perdone', 'la', 'intrusion', 'EOS', 'SOS']"
"['no', 'one', 'responded', 'EOS', 'SOS']","['nadie', 'se', 'EOS']","['nadie', 'respondio', 'EOS', 'SOS', 'SOS']"
"['tom', 'was', 'poor', 'EOS', 'SOS']","['tom', 'estaba', 'EOS']","['tom', 'fue', 'pobre', 'EOS', 'SOS']"
"['my', 'house', 'is', 'tiny', 'EOS']","['mi', 'es', 'es', 'EOS']","['mi', 'casa', 'es', 'pequenita', 'EOS']"
"['this', 'is', 'disgusting', 'EOS', 'SOS']","['esto', 'es', 'EOS']","['esto', 'es', 'repugnante', 'EOS', 'SOS']"
"['he', 's', 'a', 'historian', 'EOS']","['el', 'es', 'EOS']","['es', 'un', 'historiador', 'EOS', 'SOS']"
"['tom', 'knew', 'the', 'risks', 'EOS']","['tom', 'el', 'el', 'EOS']","['tom', 'conocia', 'los', 'riesgos', 'EOS']"
"['we', 'came', 'to', 'apologize', 'EOS']","['por', 'a', 'tom', 'EOS']","['vinimos', 'a', 'pedir', 'perdon', 'EOS']"
"['tom', 'raised', 'his', 'hand', 'EOS']","['tom', 'tom', 'tom', 'EOS']","['tom', 'alzo', 'su', 'mano', 'EOS']"
"['send', 'it', 'in', 'duplicate', 'EOS']","['lo', 'EOS']","['envielo', 'por', 'duplicado', 'EOS', 'SOS']"
"['unexpected', 'results', 'were', 'announced', 'EOS']","['los', 'la', 'EOS']","['anunciaron', 'resultados', 'inesperados', 'EOS', 'SOS']"
"['i', 'like', 'eating', 'cake', 'EOS']","['me', 'gusta', 'la', 'EOS']","['me', 'gusta', 'comer', 'tarta', 'EOS']"
"['he', 's', 'very', 'understanding', 'EOS']","['el', 'es', 'muy', 'EOS']","['el', 'es', 'muy', 'comprensivo', 'EOS']"
"['tom', 'likes', 'me', 'EOS', 'SOS']","['tom', 'tom', 'a', 'tom', 'EOS']","['le', 'gusto', 'a', 'tom', 'EOS']"
"['she', 'looked', 'sad', 'EOS', 'SOS']","['ella', 'ella', 'EOS']","['ella', 'parecia', 'triste', 'EOS', 'SOS']"
"['they', 'became', 'nervous', 'EOS', 'SOS']","['ellos', 'estan', 'EOS']","['ellas', 'se', 'pusieron', 'nerviosas', 'EOS']"
"['close', 'the', 'box', 'EOS', 'SOS']","['el', 'la', 'la', 'EOS']","['cierra', 'la', 'caja', 'EOS', 'SOS']"
"['you', 're', 'small', 'EOS', 'SOS']","['eres', 'eres', 'EOS']","['sois', 'pequenos', 'EOS', 'SOS', 'SOS']"
"['thank', 'you', 'kindly', 'EOS', 'SOS']","['te', 'EOS']","['cordialmente', 'gracias', 'EOS', 'SOS', 'SOS']"
"['he', 'is', 'here', '!', 'EOS']","['el', 'es', '?', 'EOS']","['el', 'esta', 'aqui', '!', 'EOS']"
"['come', 'see', 'me', 'EOS', 'SOS']","['me', 'a', 'EOS']","['venid', 'a', 'verme', 'EOS', 'SOS']"
"['they', 're', 'going', 'EOS', 'SOS']","['estan', 'estan', 'EOS']","['ellas', 'van', 'a', 'irse', 'EOS']"
"['it', 'was', 'really', 'sweet', 'EOS']","['estaba', 'muy', 'EOS']","['fue', 'muy', 'agradable', 'EOS', 'SOS']"
"['you', 'drank', 'too', 'much', 'EOS']","['te', 'a', 'EOS']","['tomaste', 'demasiado', 'EOS', 'SOS', 'SOS']"
"['i', 'm', 'an', 'archaeologist', 'EOS']","['soy', 'un', 'EOS']","['soy', 'arqueologo', 'EOS', 'SOS', 'SOS']"
"['be', 'creative', 'EOS', 'SOS', 'SOS']","['se', 'EOS']","['sed', 'creativos', 'EOS', 'SOS', 'SOS']"
"['call', 'an', 'ambulance', 'EOS', 'SOS']","['tenemos', 'un', 'EOS']","['llamen', 'a', 'una', 'ambulancia', 'EOS']"
"['i', 'love', 'this', 'photo', 'EOS']","['me', 'gusta', 'es', 'EOS']","['me', 'encanta', 'esta', 'foto', 'EOS']"
"['please', 'listen', 'EOS', 'SOS', 'SOS']","['por', 'favor', 'favor', 'EOS']","['por', 'favor', 'escucha', 'EOS', 'SOS']"
"['i', 'admit', 'it', 'EOS', 'SOS']","['yo', 'lo', 'EOS']","['lo', 'admito', 'EOS', 'SOS', 'SOS']"
"['save', 'your', 'voice', 'EOS', 'SOS']","['tu', 'a', 'EOS']","['cuida', 'tu', 'voz', 'EOS', 'SOS']"
"['tom', 'is', 'a', 'butcher', 'EOS']","['tom', 'es', 'un', 'EOS']","['tom', 'es', 'carnicero', 'EOS', 'SOS']"
"['the', 'two', 'smiled', 'EOS', 'SOS']","['el', 'la', 'EOS']","['ambos', 'sonrieron', 'EOS', 'SOS', 'SOS']"
"['it', 's', 'cold', 'today', 'EOS']","['es', 'es', 'EOS']","['hace', 'frio', 'hoy', 'EOS', 'SOS']"
"['i', 'm', 'going', 'bald', 'EOS']","['soy', 'estoy', 'EOS']","['me', 'estoy', 'quedando', 'calvo', 'EOS']"
"['his', 'sister', 'looks', 'young', 'EOS']","['ella', 'su', 'de', 'EOS']","['su', 'hermana', 'luce', 'joven', 'EOS']"
"['i', 'hate', 'that', 'color', 'EOS']","['lo', 'a', 'EOS']","['odio', 'este', 'color', 'EOS', 'SOS']"
"['you', 'have', 'thirty', 'seconds', 'EOS']","['te', 'tu', 'EOS']","['tienes', 'treinta', 'segundos', 'EOS', 'SOS']"
"['we', 're', 'parents', 'EOS', 'SOS']","['somos', 'EOS']","['somos', 'padres', 'EOS', 'SOS', 'SOS']"
"['look', 'out', '!', 'EOS', 'SOS']","['que', '!', 'SOS', 'SOS', 'SOS']","['cuidado', 'EOS', 'SOS', 'SOS', 'SOS']"
"['tom', 'went', 'back', 'inside', 'EOS']","['tom', 'se', 'a', 'EOS']","['tom', 'volvio', 'adentro', 'EOS', 'SOS']"
"['that', 'is', 'rather', 'unexpected', 'EOS']","['eso', 'es', 'es', 'EOS']","['eso', 'es', 'bastante', 'inesperado', 'EOS']"
"['tom', 'became', 'blind', 'EOS', 'SOS']","['tom', 'se', 'a', 'EOS']","['tom', 'se', 'quedo', 'ciego', 'EOS']"
"['that', 'is', 'my', 'school', 'EOS']","['eso', 'es', 'mi', 'EOS']","['ese', 'es', 'mi', 'colegio', 'EOS']"
"['tom', 'made', 'me', 'cookies', 'EOS']","['tom', 'me', 'un', 'EOS']","['tom', 'me', 'hizo', 'galletas', 'EOS']"
"['tom', 'wants', 'answers', 'EOS', 'SOS']","['tom', 'se', 'EOS']","['tom', 'quiere', 'respuestas', 'EOS', 'SOS']"
"['she', 'is', 'my', 'girlfriend', 'EOS']","['ella', 'es', 'mi', 'EOS']","['ella', 'es', 'mi', 'novia', 'EOS']"
"['the', 'night', 'was', 'cold', 'EOS']","['el', 'estaba', 'el', 'EOS']","['la', 'noche', 'era', 'fria', 'EOS']"
"['tom', 'is', 'a', 'celebrity', 'EOS']","['tom', 'es', 'un', 'EOS']","['tom', 'es', 'una', 'celebridad', 'EOS']"
"['get', 'yourselves', 'cleaned', 'up', 'EOS']","['dame', 'EOS']","['id', 'a', 'lavaros', 'EOS', 'SOS']"
"['we', 're', 'losing', 'it', 'EOS']","['somos', 'somos', 'EOS']","['le', 'estamos', 'perdiendo', 'EOS', 'SOS']"
"['your', 'mother', 'loves', 'me', 'EOS']","['me', 'tu', 'la', 'EOS']","['tu', 'madre', 'me', 'quiere', 'EOS']"
"['it', 's', 'raining', 'today', 'EOS']","['es', 'es', 'EOS']","['hoy', 'esta', 'lloviendo', 'EOS', 'SOS']"
"['we', 'dislike', 'violence', 'EOS', 'SOS']","['por', 'SOS', 'EOS']","['nos', 'disgusta', 'la', 'violencia', 'EOS']"
"['run', '!', 'EOS', 'SOS', 'SOS']","['que', 'EOS']","['huye', '!', 'EOS', 'SOS', 'SOS']"
"['the', 'boy', 'came', 'back', 'EOS']","['el', 'la', 'la', 'EOS']","['el', 'nino', 'volvio', 'EOS', 'SOS']"
"['tom', 'insulted', 'mary', 'EOS', 'SOS']","['tom', 'es', 'EOS']","['tom', 'insulto', 'a', 'mary', 'EOS']"
"['nobody', 'answered', 'EOS', 'SOS', 'SOS']","['nadie', 'se', 'EOS']","['nadie', 'respondio', 'EOS', 'SOS', 'SOS']"
"['he', 'encountered', 'unexpected', 'obstacles', 'EOS']","['el', 'el', 'el', 'EOS']","['el', 'enfrento', 'obstaculos', 'imprevistos', 'EOS']"
"['our', 'team', 'won', 'EOS', 'SOS']","['todos', 'a', 'de', 'EOS']","['nuestro', 'equipo', 'gano', 'EOS', 'SOS']"
"['those', 'photos', 'are', 'hers', 'EOS']","['todos', 'son', 'son', 'EOS']","['esas', 'fotos', 'son', 'suyas', 'EOS']"
"['is', 'he', 'right', '?', 'EOS']","['el', 'es', '?', 'EOS']","['se', 'encuentra', 'bien', '?', 'EOS']"
"['who', 's', 'first', '?', 'EOS']","['quien', 'quien', '?', '?', 'EOS']","['quien', 'va', 'primero', '?', 'EOS']"
"['everyone', 's', 'sick', 'EOS', 'SOS']","['todos', 'estan', 'EOS']","['todos', 'estan', 'enfermos', 'EOS', 'SOS']"
"['thanks', 'again', 'EOS', 'SOS', 'SOS']","['por', 'por', 'EOS']","['gracias', 'nuevamente', '!', 'EOS', 'SOS']"
"['wait', 'for', 'us', 'EOS', 'SOS']","['por', 'por', 'SOS', 'SOS', 'SOS']","['esperanos', 'EOS', 'SOS', 'SOS', 'SOS']"
"['are', 'you', 'angry', '?', 'EOS']","['eres', '?', '?', 'EOS']","['estas', 'enojada', '?', 'EOS', 'SOS']"
"['talk', 'to', 'me', '!', 'EOS']","['que', 'que', 'EOS']","['habla', 'conmigo', '!', 'EOS', 'SOS']"
"['we', 'might', 'go', 'EOS', 'SOS']","['por', 'EOS']","['podemos', 'ir', 'EOS', 'SOS', 'SOS']"
"['he', 's', 'very', 'experienced', 'EOS']","['el', 'es', 'es', 'EOS']","['el', 'tiene', 'mucha', 'experiencia', 'EOS']"
"['you', 're', 'not', 'stupid', 'EOS']","['no', 'no', 'EOS']","['no', 'sos', 'estupida', 'EOS', 'SOS']"
"['nobody', 'was', 'expecting', 'that', 'EOS']","['eso', 'eso', 'a', 'EOS']","['nadie', 'esperaba', 'eso', 'EOS', 'SOS']"
"['do', 'it', 'right', 'away', 'EOS']","['lo', 'a', 'EOS']","['hazlo', 'enseguida', 'EOS', 'SOS', 'SOS']"
"['you', 'are', 'the', 'best', 'EOS']","['eres', 'muy', '?', 'EOS']","['sos', 'el', 'mejor', 'EOS', 'SOS']"
"['we', 're', 'both', 'fine', 'EOS']","['somos', 'son', 'son', 'EOS']","['los', 'dos', 'estamos', 'bien', 'EOS']"
"['get', 'me', 'a', 'doctor', 'EOS']","['dame', 'un', 'EOS']","['buscame', 'un', 'doctor', 'EOS', 'SOS']"
"['tom', 'looks', 'young', 'EOS', 'SOS']","['tom', 'se', 'EOS']","['tom', 'luce', 'joven', 'EOS', 'SOS']"
"['tom', 'wants', 'to', 'disappear', 'EOS']","['tom', 'a', 'a', 'EOS']","['tom', 'quiere', 'desaparecer', 'EOS', 'SOS']"
"['i', 'know', 'my', 'job', 'EOS']","['me', 'me', 'mi', 'EOS']","['yo', 'conozco', 'mi', 'trabajo', 'EOS']"
"['go', 'with', 'these', 'men', 'EOS']","['nos', 'por', 'de', 'EOS']","['ve', 'con', 'estos', 'senores', 'EOS']"
"['i', 'need', 'the', 'money', 'EOS']","['me', 'la', 'EOS']","['necesito', 'el', 'dinero', 'EOS', 'SOS']"
"['jump', 'EOS', 'SOS', 'SOS', 'SOS']","['se', 'EOS']","['salte', 'EOS', 'SOS', 'SOS', 'SOS']"
"['they', 'started', 'kissing', 'EOS', 'SOS']","['ellos', 'se', 'EOS']","['se', 'empezaron', 'a', 'besar', 'EOS']"
"['she', 'rode', 'a', 'camel', 'EOS']","['ella', 'ella', 'EOS']","['ella', 'monto', 'un', 'camello', 'EOS']"
"['the', 'green', 'team', 'lost', 'EOS']","['el', 'la', 'la', 'EOS']","['el', 'equipo', 'verde', 'perdio', 'EOS']"
"['tom', 'quit', 'EOS', 'SOS', 'SOS']","['tom', 'se', 'EOS']","['tom', 'renuncio', 'EOS', 'SOS', 'SOS']"
"['be', 'prepared', 'EOS', 'SOS', 'SOS']","['se', 'EOS']","['esta', 'preparado', '!', 'EOS', 'SOS']"
"['this', 'stinks', 'EOS', 'SOS', 'SOS']","['esto', 'esto', 'EOS']","['esto', 'es', 'una', 'mierda', 'EOS']"
"['i', 'll', 'risk', 'it', 'EOS']","['lo', 'lo', 'EOS']","['me', 'arriesgare', 'EOS', 'SOS', 'SOS']"
"['i', 'know', 'my', 'job', 'EOS']","['me', 'me', 'mi', 'EOS']","['yo', 'se', 'mi', 'trabajo', 'EOS']"
"['that', 'house', 'looks', 'nice', 'EOS']","['eso', 'es', 'EOS']","['esta', 'casa', 'es', 'bonita', 'EOS']"
"['tom', 'is', 'a', 'sorcerer', 'EOS']","['tom', 'es', 'un', 'EOS']","['tom', 'es', 'un', 'hechicero', 'EOS']"
"['everything', 'is', 'under', 'control', 'EOS']","['el', 'es', 'es', 'EOS']","['todo', 'esta', 'bajo', 'control', 'EOS']"
"['the', 'medicine', 'tastes', 'bitter', 'EOS']","['el', 'la', 'la', 'EOS']","['la', 'medicina', 'sabe', 'amarga', 'EOS']"
"['don', 't', 'shout', 'EOS', 'SOS']","['no', 'no', 'EOS']","['no', 'chilles', 'EOS', 'SOS', 'SOS']"
"['i', 'feel', 'useless', 'EOS', 'SOS']","['me', 'gusta', 'EOS']","['me', 'siento', 'inutil', 'EOS', 'SOS']"
"['the', 'two', 'smiled', 'EOS', 'SOS']","['el', 'la', 'la', 'EOS']","['los', 'dos', 'sonrieron', 'EOS', 'SOS']"
"['they', 'live', 'there', 'EOS', 'SOS']","['ellos', 'se', 'EOS']","['ellos', 'viven', 'alli', 'EOS', 'SOS']"
"['it', 's', 'wednesday', 'EOS', 'SOS']","['es', 'EOS']","['es', 'miercoles', 'EOS', 'SOS', 'SOS']"
"['you', 're', 'first', 'EOS', 'SOS']","['eres', 'eres', 'EOS']","['tu', 'eres', 'el', 'primero', 'EOS']"
"['i', 'remember', 'everything', 'EOS', 'SOS']","['me', 'gusta', 'EOS']","['me', 'acuerdo', 'de', 'todo', 'EOS']"
"['he', 'refused', 'to', 'pay', 'EOS']","['el', 'el', 'a', 'EOS']","['el', 'rehuso', 'pagar', 'EOS', 'SOS']"
"['show', 'me', 'EOS', 'SOS', 'SOS']","['me', 'EOS']","['mostrame', 'EOS', 'SOS', 'SOS', 'SOS']"
"['keep', 'the', 'dog', 'out', 'EOS']","['el', 'la', 'la', 'EOS']","['deja', 'al', 'perro', 'fuera', 'EOS']"
"['i', 'felt', 'invincible', 'EOS', 'SOS']","['me', 'me', 'EOS']","['me', 'senti', 'invencible', 'EOS', 'SOS']"
"['i', 'guarantee', 'it', 'EOS', 'SOS']","['me', 'lo', 'EOS']","['lo', 'garantizo', 'EOS', 'SOS', 'SOS']"
"['he', 'stood', 'up', 'EOS', 'SOS']","['el', 'se', 'la', 'EOS']","['el', 'se', 'levanto', 'EOS', 'SOS']"
"['i', 'can', 't', 'complain', 'EOS']","['no', 'no', 'EOS']","['no', 'me', 'puedo', 'quejar', 'EOS']"
"['nothing', 'is', 'happening', 'EOS', 'SOS']","['no', 'es', 'EOS']","['no', 'pasa', 'nada', 'EOS', 'SOS']"
"['he', 'often', 'watches', 'tv', 'EOS']","['el', 'el', 'el', 'tom', 'EOS']","['ve', 'television', 'a', 'menudo', 'EOS']"
"['tell', 'us', 'something', 'EOS', 'SOS']","['por', 'EOS']","['digannos', 'algo', 'EOS', 'SOS', 'SOS']"
"['is', 'it', 'there', '?', 'EOS']","['es', '?', '?', 'EOS']","['esta', 'ahi', '?', 'EOS', 'SOS']"
"['he', 'came', 'without', 'notice', 'EOS']","['el', 'el', 'el', 'EOS']","['vino', 'sin', 'avisar', 'EOS', 'SOS']"
"['i', 'found', 'your', 'diary', 'EOS']","['me', 'un', 'EOS']","['encontre', 'tu', 'diario', 'EOS', 'SOS']"
"['come', 'and', 'help', 'us', 'EOS']","['por', 'por', 'a', 'EOS']","['ven', 'y', 'ayudanos', 'EOS', 'SOS']"
"['i', 'm', 'dangerous', 'EOS', 'SOS']","['soy', 'EOS']","['soy', 'peligroso', 'EOS', 'SOS', 'SOS']"
"['we', 'need', 'more', 'EOS', 'SOS']","['lo', 'EOS']","['necesitamos', 'mas', 'EOS', 'SOS', 'SOS']"
"['keep', 'talking', 'EOS', 'SOS', 'SOS']","['se', 'EOS']","['continua', 'hablando', 'EOS', 'SOS', 'SOS']"
"['has', 'something', 'happened', '?', 'EOS']","['quien', '?', '?', 'EOS']","['ha', 'sucedido', 'algo', '?', 'EOS']"
"['i', 'bought', 'a', 'book', 'EOS']","['tengo', 'un', 'EOS']","['compre', 'un', 'libro', 'EOS', 'SOS']"
"['our', 'time', 'is', 'limited', 'EOS']","['el', 'es', 'es', 'EOS']","['nuestro', 'tiempo', 'es', 'limitado', 'EOS']"
"['here', 'try', 'these', 'EOS', 'SOS']","['ella', 'por', 'EOS']","['toma', 'pruebatelas', 'EOS', 'SOS', 'SOS']"
"['this', 'is', 'ok', 'EOS', 'SOS']","['esto', 'es', 'es', 'EOS']","['esto', 'esta', 'correcto', 'EOS', 'SOS']"
"['tom', 'was', 'lucky', 'EOS', 'SOS']","['tom', 'estaba', 'EOS']","['tom', 'fue', 'afortunado', 'EOS', 'SOS']"
"['your', 'efforts', 'are', 'futile', 'EOS']","['el', 'tu', 'la', 'EOS']","['tus', 'esfuerzos', 'son', 'inutiles', 'EOS']"
"['it', 'looks', 'familiar', 'EOS', 'SOS']","['se', 'EOS']","['me', 'resulta', 'familiar', 'EOS', 'SOS']"
"['tom', 'has', 'been', 'reprimanded', 'EOS']","['tom', 'tom', 'tom', 'tom', 'EOS']","['han', 'reganado', 'a', 'tom', 'EOS']"
"['this', 'is', 'good', 'advice', 'EOS']","['esto', 'es', 'es', 'EOS']","['es', 'un', 'buen', 'consejo', 'EOS']"
"['it', 'was', 'a', 'thrill', 'EOS']","['era', 'un', 'EOS']","['fue', 'muy', 'emocionante', 'EOS', 'SOS']"
"['he', 'still', 'writes', 'poems', 'EOS']","['el', 'se', 'a', 'EOS']","['el', 'todavia', 'escribe', 'poemas', 'EOS']"
"['i', 'missed', 'you', 'today', 'EOS']","['soy', 'soy', 'EOS']","['te', 'extrane', 'hoy', 'EOS', 'SOS']"
