Input,Output,Target
"['it', 'was', 'all', 'wrong', 'EOS']","['era', 'se', 'EOS']","['todo', 'estaba', 'mal', 'EOS', 'SOS']"
"['christmas', 'is', 'drawing', 'near', 'EOS']","['esta', 'es', 'es', 'EOS']","['esta', 'llegando', 'navidad', 'EOS', 'SOS']"
"['that', 's', 'a', 'lie', 'EOS']","['eso', 'es', 'un', 'EOS']","['eso', 'es', 'mentira', 'EOS', 'SOS']"
"['let', 'me', 'think', 'EOS', 'SOS']","['me', 'EOS']","['dejame', 'pensar', 'EOS', 'SOS', 'SOS']"
"['he', 'is', 'very', 'brave', 'EOS']","['el', 'es', 'muy', 'EOS']","['el', 'es', 'muy', 'valiente', 'EOS']"
"['tom', 'was', 'eating', 'EOS', 'SOS']","['tom', 'tom', 'EOS']","['tomas', 'estaba', 'comiendo', 'EOS', 'SOS']"
"['it', 's', 'deer', 'season', 'EOS']","['es', 'es', 'EOS']","['es', 'temporada', 'de', 'venados', 'EOS']"
"['cotton', 'absorbs', 'water', 'EOS', 'SOS']","['por', 'a', 'EOS']","['el', 'algodon', 'absorbe', 'agua', 'EOS']"
"['he', 'is', 'always', 'complaining', 'EOS']","['el', 'es', 'es', 'EOS']","['el', 'se', 'pasa', 'quejando', 'EOS']"
"['he', 'wears', 'glasses', 'EOS', 'SOS']","['el', 'el', 'el', 'EOS']","['el', 'usa', 'lentes', 'EOS', 'SOS']"
"['thanks', 'for', 'the', 'explanation', 'EOS']","['gracias', 'por', 'favor', 'EOS']","['gracias', 'por', 'la', 'explicacion', 'EOS']"
"['it', 'started', 'to', 'rain', 'EOS']","['tom', 'a', 'EOS']","['se', 'puso', 'a', 'llover', 'EOS']"
"['my', 'wife', 'is', 'mad', 'EOS']","['mi', 'mi', 'es', 'EOS']","['mi', 'esposa', 'esta', 'loca', 'EOS']"
"['that', 's', 'nice', 'EOS', 'SOS']","['eso', 'es', 'EOS']","['es', 'agradable', 'EOS', 'SOS', 'SOS']"
"['they', 'swam', 'EOS', 'SOS', 'SOS']","['ellos', 'EOS']","['ellas', 'nadaban', 'EOS', 'SOS', 'SOS']"
"['tom', 'is', 'perfect', 'EOS', 'SOS']","['tom', 'es', 'EOS']","['tom', 'es', 'perfecto', 'EOS', 'SOS']"
"['tom', 'looks', 'comfortable', 'EOS', 'SOS']","['tom', 'se', 'EOS']","['tom', 'parece', 'comodo', 'EOS', 'SOS']"
"['this', 'must', 'be', 'done', 'EOS']","['esto', 'esto', 'a', 'EOS']","['esto', 'tiene', 'que', 'hacerse', 'EOS']"
"['she', 'has', 'many', 'friends', 'EOS']","['ella', 'ella', 'mi', 'EOS']","['tiene', 'muchos', 'amigos', 'EOS', 'SOS']"
"['tom', 'was', 'lying', 'EOS', 'SOS']","['tom', 'estaba', 'EOS']","['tom', 'estaba', 'mintiendo', 'EOS', 'SOS']"
"['this', 'was', 'my', 'fault', 'EOS']","['este', 'es', 'es', 'EOS']","['fue', 'mi', 'culpa', 'EOS', 'SOS']"
"['tom', 'is', 'likeable', 'EOS', 'SOS']","['tom', 'es', 'EOS']","['tom', 'es', 'agradable', 'EOS', 'SOS']"
"['this', 'happened', 'in', 'october', 'EOS']","['este', 'es', 'es', 'EOS']","['esto', 'ocurrio', 'en', 'octubre', 'EOS']"
"['tom', 'explored', 'every', 'possibility', 'EOS']","['tom', 'se', 'a', 'EOS']","['tom', 'exploro', 'toda', 'posibilidad', 'EOS']"
"['they', 'were', 'swimming', 'EOS', 'SOS']","['ellos', 'estan', 'EOS']","['ellas', 'estaban', 'nadando', 'EOS', 'SOS']"
"['it', 's', 'different', 'EOS', 'SOS']","['es', 'es', 'EOS']","['es', 'diferente', 'EOS', 'SOS', 'SOS']"
"['you', 'will', 'all', 'die', 'EOS']","['te', 'un', 'EOS']","['todos', 'ustedes', 'moriran', 'EOS', 'SOS']"
"['we', 'know', 'you', 'EOS', 'SOS']","['te', 'te', 'EOS']","['le', 'conocemos', 'a', 'usted', 'EOS']"
"['i', 'm', 'having', 'fun', 'EOS']","['estoy', 'estoy', 'EOS']","['me', 'estoy', 'divirtiendo', 'EOS', 'SOS']"
"['tom', 'spoke', 'to', 'mary', 'EOS']","['tom', 'tom', 'a', 'EOS']","['tom', 'hablo', 'con', 'mary', 'EOS']"
"['wait', 'up', 'EOS', 'SOS', 'SOS']","['todos', 'EOS']","['esperad', 'EOS', 'SOS', 'SOS', 'SOS']"
"['they', 'may', 'go', 'EOS', 'SOS']","['ellos', 'estan', 'EOS']","['tal', 'vez', 'vayan', 'EOS', 'SOS']"
"['i', 'loved', 'her', 'EOS', 'SOS']","['me', 'me', 'un', 'EOS']","['yo', 'la', 'amaba', 'EOS', 'SOS']"
"['she', 'became', 'an', 'actress', 'EOS']","['ella', 'ella', 'un', 'EOS']","['ella', 'se', 'hizo', 'actriz', 'EOS']"
"['ask', 'me', 'anything', 'EOS', 'SOS']","['me', 'a', 'EOS']","['preguntame', 'cualquier', 'cosa', 'EOS', 'SOS']"
"['the', 'food', 'is', 'ready', 'EOS']","['el', 'es', 'es', 'EOS']","['la', 'comida', 'esta', 'servida', 'EOS']"
"['we', 'were', 'relaxing', 'EOS', 'SOS']","['nos', 'EOS']","['estabamos', 'relajandonos', 'EOS', 'SOS', 'SOS']"
"['speak', 'for', 'yourself', 'EOS', 'SOS']","['por', 'por', 'favor', 'EOS']","['habla', 'por', 'ti', 'EOS', 'SOS']"
"['fill', 'in', 'this', 'form', 'EOS']","['este', 'esto', 'esto', 'EOS']","['completa', 'este', 'formulario', 'EOS', 'SOS']"
"['they', 'took', 'the', 'subway', 'EOS']","['ellos', 'la', 'son', 'EOS']","['cogieron', 'el', 'metro', 'EOS', 'SOS']"
"['tom', 'sensed', 'danger', 'EOS', 'SOS']","['tom', 'se', 'EOS']","['tom', 'sintio', 'el', 'peligro', 'EOS']"
"['i', 'like', 'castles', 'EOS', 'SOS']","['me', 'gusta', 'me', 'EOS']","['me', 'gustan', 'los', 'castillos', 'EOS']"
"['i', 'gave', 'up', 'EOS', 'SOS']","['yo', 'EOS']","['cedi', 'EOS', 'SOS', 'SOS', 'SOS']"
"['this', 'room', 'is', 'cramped', 'EOS']","['esto', 'es', 'es', 'EOS']","['esta', 'sala', 'esta', 'abarrotada', 'EOS']"
"['their', 'sales', 'are', 'growing', 'EOS']","['el', 'la', 'son', 'EOS']","['sus', 'ventas', 'estan', 'creciendo', 'EOS']"
"['he', 's', 'not', 'stupid', 'EOS']","['no', 'es', 'es', 'EOS']","['el', 'no', 'es', 'estupido', 'EOS']"
"['do', 'men', 'cry', '?', 'EOS']","['quien', '?', '?', '?', 'EOS']","['los', 'hombres', 'lloran', '?', 'EOS']"
"['it', 's', 'started', 'again', 'EOS']","['es', 'es', 'EOS']","['ha', 'vuelto', 'a', 'empezar', 'EOS']"
"['please', 'come', 'here', 'EOS', 'SOS']","['por', 'favor', 'favor', 'EOS']","['por', 'favor', 'venid', 'aqui', 'EOS']"
"['tom', 'is', 'thrilled', 'EOS', 'SOS']","['tom', 'es', 'EOS']","['tom', 'esta', 'emocionado', 'EOS', 'SOS']"
"['i', 'm', 'in', 'danger', 'EOS']","['estoy', 'estoy', 'EOS']","['estoy', 'en', 'peligro', 'EOS', 'SOS']"
"['smell', 'this', 'EOS', 'SOS', 'SOS']","['esto', 'esto', 'EOS']","['ole', 'esto', 'EOS', 'SOS', 'SOS']"
"['this', 'is', 'my', 'school', 'EOS']","['esto', 'es', 'mi', 'EOS']","['esta', 'es', 'mi', 'escuela', 'EOS']"
"['that', 'was', 'unexpected', 'EOS', 'SOS']","['eso', 'es', 'EOS']","['fue', 'inesperado', 'EOS', 'SOS', 'SOS']"
"['that', 's', 'correct', 'EOS', 'SOS']","['eso', 'es', 'EOS']","['eso', 'es', 'correcto', 'EOS', 'SOS']"
"['look', 'again', 'EOS', 'SOS', 'SOS']","['por', 'a', 'favor', 'EOS']","['mire', 'de', 'nuevo', 'EOS', 'SOS']"
"['you', 're', 'something', 'else', 'EOS']","['eres', 'eres', 'EOS']","['menudo', 'bicho', 'estas', 'hecho', 'EOS']"
"['i', 'ate', 'the', 'apple', 'EOS']","['me', 'la', 'EOS']","['me', 'comi', 'la', 'manzana', 'EOS']"
"['i', 'll', 'apologize', 'later', 'EOS']","['yo', 'un', 'EOS']","['me', 'disculpare', 'mas', 'tarde', 'EOS']"
"['tom', 'is', 'married', 'EOS', 'SOS']","['tom', 'es', 'EOS']","['tom', 'esta', 'casado', 'EOS', 'SOS']"
"['tom', 'is', 'in', 'position', 'EOS']","['tom', 'es', 'es', 'EOS']","['tom', 'esta', 'en', 'posicion', 'EOS']"
"['i', 'apologize', 'for', 'this', 'EOS']","['me', 'me', 'a', 'EOS']","['me', 'disculpo', 'por', 'esto', 'EOS']"
"['i', 'know', 'now', 'EOS', 'SOS']","['me', 'lo', 'EOS']","['ahora', 'lo', 'se', 'EOS', 'SOS']"
"['i', 'must', 'leave', 'you', 'EOS']","['te', 'a', 'EOS']","['tengo', 'que', 'dejarte', 'EOS', 'SOS']"
"['i', 'was', 'not', 'disappointed', 'EOS']","['no', 'un', 'EOS']","['no', 'estaba', 'decepcionado', 'EOS', 'SOS']"
"['tom', 'has', 'a', 'ranch', 'EOS']","['tom', 'tiene', 'un', 'EOS']","['tom', 'tiene', 'un', 'rancho', 'EOS']"
"['i', 'm', 'at', 'home', 'EOS']","['soy', 'estoy', 'EOS']","['estoy', 'en', 'la', 'casa', 'EOS']"
"['tea', 'please', 'EOS', 'SOS', 'SOS']","['por', 'por', 'por', 'EOS']","['un', 'te', 'por', 'favor', 'EOS']"
"['they', 're', 'with', 'me', 'EOS']","['ellos', 'son', 'EOS']","['ellas', 'estan', 'conmigo', 'EOS', 'SOS']"
"['i', 'was', 'absent', 'EOS', 'SOS']","['me', 'estaba', 'EOS']","['yo', 'estaba', 'ausente', 'EOS', 'SOS']"
"['tom', 'is', 'a', 'pianist', 'EOS']","['tom', 'es', 'un', 'EOS']","['tom', 'es', 'pianista', 'EOS', 'SOS']"
"['we', 'finally', 'did', 'it', 'EOS']","['lo', 'a', 'EOS']","['finalmente', 'lo', 'hicimos', 'EOS', 'SOS']"
"['it', 's', 'too', 'expensive', 'EOS']","['es', 'muy', 'EOS']","['es', 'demasiado', 'caro', '!', 'EOS']"
"['everybody', 'laughs', 'EOS', 'SOS', 'SOS']","['todos', 'se', 'EOS']","['todos', 'se', 'rien', 'EOS', 'SOS']"
"['she', 'shouted', 'to', 'him', 'EOS']","['ella', 'ella', 'EOS']","['ella', 'le', 'grito', 'EOS', 'SOS']"
"['i', 'm', 'calm', 'EOS', 'SOS']","['estoy', 'EOS']","['estoy', 'calmado', 'EOS', 'SOS', 'SOS']"
"['i', 'hear', 'footsteps', 'outside', 'EOS']","['me', 'me', 'EOS']","['oigo', 'pisadas', 'fuera', 'EOS', 'SOS']"
"['i', 'want', 'a', 'puppy', 'EOS']","['quiero', 'un', 'EOS']","['quiero', 'un', 'cachorrito', 'EOS', 'SOS']"
"['no', 'one', 'was', 'listening', 'EOS']","['no', 'no', 'EOS']","['nadie', 'estaba', 'escuchando', 'EOS', 'SOS']"
"['tom', 'cares', 'EOS', 'SOS', 'SOS']","['tom', 'se', 'EOS']","['tom', 'se', 'preocupa', 'EOS', 'SOS']"
"['i', 'appreciate', 'your', 'honesty', 'EOS']","['yo', 'a', 'EOS']","['aprecio', 'tu', 'honestidad', 'EOS', 'SOS']"
"['don', 't', 'make', 'excuses', 'EOS']","['no', 'no', 'EOS']","['no', 'pongas', 'excusas', 'EOS', 'SOS']"
"['we', 'buy', 'cars', 'here', 'EOS']","['que', 'que', 'EOS']","['aqui', 'compramos', 'vehiculos', 'EOS', 'SOS']"
"['mary', 'decorated', 'the', 'cake', 'EOS']","['el', 'el', 'el', 'EOS']","['mary', 'decoro', 'el', 'pastel', 'EOS']"
"['this', 'is', 'fundamentally', 'unfair', 'EOS']","['esto', 'es', 'muy', 'EOS']","['esto', 'es', 'fundamentalmente', 'injusto', 'EOS']"
"['i', 'coughed', 'EOS', 'SOS', 'SOS']","['yo', 'EOS']","['tosi', 'EOS', 'SOS', 'SOS', 'SOS']"
"['sign', 'here', 'EOS', 'SOS', 'SOS']","['por', 'EOS']","['firme', 'aqui', 'EOS', 'SOS', 'SOS']"
"['they', 'weren', 't', 'there', 'EOS']","['no', 'no', 'EOS']","['ellos', 'no', 'estaban', 'alla', 'EOS']"
"['have', 'you', 'eaten', '?', 'EOS']","['te', '?', '?', 'EOS']","['ya', 'comiste', '?', 'EOS', 'SOS']"
"['let', 'me', 'pay', 'tonight', 'EOS']","['dame', 'a', 'EOS']","['dejame', 'pagar', 'esta', 'noche', 'EOS']"
"['the', 'curtains', 'are', 'closed', 'EOS']","['el', 'el', 'el', 'EOS']","['las', 'cortinas', 'estan', 'cerradas', 'EOS']"
"['don', 't', 'talk', 'EOS', 'SOS']","['no', 'no', 'EOS']","['no', 'hables', 'EOS', 'SOS', 'SOS']"
"['it', 'isn', 't', 'fake', 'EOS']","['no', 'es', 'EOS']","['no', 'es', 'falso', 'EOS', 'SOS']"
"['your', 'hands', 'are', 'cold', 'EOS']","['tu', 'tu', 'son', 'EOS']","['tus', 'manos', 'estan', 'frias', 'EOS']"
"['let', 'me', 'see', 'that', 'EOS']","['eso', 'eso', 'EOS']","['dejame', 'ver', 'eso', 'EOS', 'SOS']"
"['come', 'and', 'see', 'EOS', 'SOS']","['por', 'a', 'EOS']","['venid', 'y', 'mirad', 'EOS', 'SOS']"
"['read', 'this', 'book', 'EOS', 'SOS']","['esto', 'esto', 'EOS']","['leed', 'este', 'libro', 'EOS', 'SOS']"
"['these', 'are', 'ours', 'EOS', 'SOS']","['son', 'son', 'son', 'EOS']","['estas', 'son', 'nuestras', 'EOS', 'SOS']"
"['start', 'at', 'the', 'beginning', 'EOS']","['el', 'la', 'la', 'EOS']","['comienza', 'del', 'principio', 'EOS', 'SOS']"
"['are', 'we', 'sinking', '?', 'EOS']","['son', '?', '?', '?', 'EOS']","['nos', 'estamos', 'hundiendo', '?', 'EOS']"
"['the', 'temperature', 'fell', 'EOS', 'SOS']","['el', 'la', 'EOS']","['la', 'temperatura', 'bajo', 'EOS', 'SOS']"
"['frogs', 'eat', 'flies', 'EOS', 'SOS']","['tu', 'a', 'EOS']","['las', 'ranas', 'comen', 'moscas', 'EOS']"
"['i', 'am', 'too', 'short', 'EOS']","['soy', 'estoy', 'EOS']","['soy', 'demasiado', 'bajo', 'EOS', 'SOS']"
"['the', 'folder', 'is', 'empty', 'EOS']","['el', 'es', 'es', 'EOS']","['la', 'carpeta', 'esta', 'vacia', 'EOS']"
"['that', 'should', 'do', 'it', 'EOS']","['eso', 'eso', 'EOS']","['eso', 'deberia', 'bastar', 'EOS', 'SOS']"
"['this', 'was', 'our', 'fault', 'EOS']","['esto', 'es', 'es', 'EOS']","['esto', 'fue', 'nuestra', 'culpa', 'EOS']"
"['i', 'have', 'money', 'EOS', 'SOS']","['tengo', 'EOS']","['tengo', 'dinero', 'EOS', 'SOS', 'SOS']"
"['tom', 'fired', 'first', 'EOS', 'SOS']","['tom', 'se', 'EOS']","['tom', 'disparo', 'primero', 'EOS', 'SOS']"
"['tom', 'wrote', 'the', 'script', 'EOS']","['tom', 'el', 'el', 'EOS']","['tom', 'escribio', 'el', 'texto', 'EOS']"
"['he', 'is', 'my', 'brother', 'EOS']","['el', 'mi', 'es', 'EOS']","['es', 'mi', 'hermano', 'EOS', 'SOS']"
"['i', 'trust', 'tom', 'EOS', 'SOS']","['tom', 'a', 'a', 'EOS']","['confio', 'en', 'tom', 'EOS', 'SOS']"
"['the', 'child', 'painted', 'flowers', 'EOS']","['el', 'la', 'la', 'EOS']","['el', 'nino', 'pintaba', 'flores', 'EOS']"
"['tom', 'never', 'was', 'poor', 'EOS']","['tom', 'estaba', 'estaba', 'EOS']","['tom', 'nunca', 'fue', 'pobre', 'EOS']"
"['awesome', '!', 'EOS', 'SOS', 'SOS']","['todos', 'EOS']","['orale', '!', 'EOS', 'SOS', 'SOS']"
"['i', 'accept', 'that', 'challenge', 'EOS']","['eso', 'a', 'EOS']","['acepto', 'ese', 'desafio', 'EOS', 'SOS']"
"['you', 're', 'so', 'predictable', 'EOS']","['eres', 'muy', 'EOS']","['eres', 'tan', 'predecible', 'EOS', 'SOS']"
"['we', 're', 'housesitting', 'EOS', 'SOS']","['somos', 'somos', 'EOS']","['estamos', 'de', 'guardeses', 'EOS', 'SOS']"
"['you', 'are', 'completely', 'right', 'EOS']","['eres', 'eres', 'muy', 'EOS']","['tienes', 'toda', 'la', 'razon', 'EOS']"
"['i', 'hate', 'fighting', 'EOS', 'SOS']","['odio', 'a', 'EOS']","['odio', 'pelear', 'EOS', 'SOS', 'SOS']"
"['i', 'm', 'eating', 'here', 'EOS']","['estoy', 'estoy', 'EOS']","['estoy', 'comiendo', 'aqui', 'EOS', 'SOS']"
"['i', 'have', 'gained', 'weight', 'EOS']","['tengo', 'tengo', 'EOS']","['he', 'ganado', 'peso', 'EOS', 'SOS']"
"['he', 'is', 'wearing', 'glasses', 'EOS']","['el', 'es', 'es', 'EOS']","['el', 'lleva', 'puesto', 'lentes', 'EOS']"
"['he', 'walks', 'slowly', 'EOS', 'SOS']","['el', 'se', 'EOS']","['el', 'camina', 'despacio', 'EOS', 'SOS']"
"['they', 'look', 'happy', 'EOS', 'SOS']","['ellos', 'EOS']","['parecen', 'contentas', 'EOS', 'SOS', 'SOS']"
"['i', 'have', 'a', 'scooter', 'EOS']","['tengo', 'un', 'EOS']","['tengo', 'un', 'scooter', 'EOS', 'SOS']"
"['we', 'brought', 'something', 'EOS', 'SOS']","['lo', 'EOS']","['trajimos', 'algo', 'EOS', 'SOS', 'SOS']"
"['your', 'hair', 'is', 'pretty', 'EOS']","['tu', 'es', 'es', 'EOS']","['tu', 'pelo', 'es', 'bonito', 'EOS']"
"['it', 's', 'magic', 'EOS', 'SOS']","['es', 'EOS']","['es', 'magia', 'EOS', 'SOS', 'SOS']"
"['start', 'writing', 'EOS', 'SOS', 'SOS']","['todos', 'a', 'tom', 'EOS']","['empieza', 'a', 'escribir', 'EOS', 'SOS']"
"['this', 'room', 'is', 'cold', 'EOS']","['esto', 'es', 'es', 'EOS']","['este', 'cuarto', 'es', 'frio', 'EOS']"
"['the', 'damage', 'is', 'done', 'EOS']","['el', 'es', 'es', 'EOS']","['el', 'dano', 'esta', 'hecho', 'EOS']"
"['i', 'was', 'so', 'lonesome', 'EOS']","['me', 'muy', 'EOS']","['estaba', 'tan', 'solo', 'EOS', 'SOS']"
"['tom', 'relaxed', 'EOS', 'SOS', 'SOS']","['tom', 'se', 'EOS']","['tom', 'se', 'relajaba', 'EOS', 'SOS']"
"['you', 're', 'lying', 'EOS', 'SOS']","['eres', 'eres', 'EOS']","['ustedes', 'estan', 'mintiendo', 'EOS', 'SOS']"
"['tom', 'rocks', 'EOS', 'SOS', 'SOS']","['tom', 'se', 'EOS']","['tom', 'se', 'mece', 'EOS', 'SOS']"
"['well', 'let', 's', 'eat', 'EOS']","['me', 'a', 'EOS']","['bueno', 'comamos', 'EOS', 'SOS', 'SOS']"
"['let', 's', 'stay', 'married', 'EOS']","['dejame', 'EOS']","['continuemos', 'casados', 'EOS', 'SOS', 'SOS']"
"['never', 'forget', 'it', 'EOS', 'SOS']","['lo', 'a', 'EOS']","['nunca', 'lo', 'olvides', 'EOS', 'SOS']"
"['tom', 'needs', 'a', 'change', 'EOS']","['tom', 'es', 'un', 'EOS']","['tom', 'necesita', 'un', 'cambio', 'EOS']"
"['it', 's', 'wonderful', '!', 'EOS']","['es', '?', 'EOS']","['es', 'maravilloso', '!', 'EOS', 'SOS']"
"['we', 're', 'useless', 'EOS', 'SOS']","['somos', 'EOS']","['somos', 'unas', 'inutiles', 'EOS', 'SOS']"
"['they', 're', 'working', 'EOS', 'SOS']","['ellos', 'EOS']","['estan', 'trabajando', 'EOS', 'SOS', 'SOS']"
"['use', 'this', 'one', 'EOS', 'SOS']","['esto', 'esto', 'EOS']","['utilice', 'este', 'EOS', 'SOS', 'SOS']"
"['they', 'stated', 'their', 'objections', 'EOS']","['el', 'un', 'un', 'EOS']","['ellos', 'declararon', 'sus', 'objeciones', 'EOS']"
"['there', 'are', 'no', 'examples', 'EOS']","['no', 'no', 'no', 'EOS']","['no', 'hay', 'ejemplos', 'EOS', 'SOS']"
"['she', 'reserved', 'a', 'room', 'EOS']","['ella', 'ella', 'un', 'EOS']","['reservo', 'una', 'habitacion', 'EOS', 'SOS']"
"['stay', 'at', 'home', 'EOS', 'SOS']","['nadie', 'a', 'EOS']","['quedese', 'en', 'casa', 'EOS', 'SOS']"
"['they', 're', 'insane', 'EOS', 'SOS']","['ellos', 'son', 'EOS']","['estan', 'como', 'una', 'cabra', 'EOS']"
"['he', 'speaks', 'ten', 'languages', 'EOS']","['el', 'el', 'el', 'EOS']","['el', 'habla', 'diez', 'idiomas', 'EOS']"
"['shake', 'my', 'hand', 'EOS', 'SOS']","['mi', 'mi', 'mi', 'EOS']","['dame', 'la', 'mano', 'EOS', 'SOS']"
"['tom', 'speaks', 'good', 'french', 'EOS']","['tom', 'me', 'a', 'EOS']","['tom', 'habla', 'bien', 'frances', 'EOS']"
"['i', 'm', 'so', 'sorry', 'EOS']","['soy', 'soy', 'EOS']","['lo', 'siento', 'tanto', 'EOS', 'SOS']"
"['tell', 'everyone', 'EOS', 'SOS', 'SOS']","['todos', 'EOS']","['diselo', 'a', 'todos', 'EOS', 'SOS']"
"['what', 'a', 'dope', '!', 'EOS']","['que', 'que', 'EOS']","['que', 'burro', 'eres', '!', 'EOS']"
"['the', 'dog', 'looks', 'sick', 'EOS']","['el', 'el', 'la', 'EOS']","['el', 'perro', 'parece', 'enfermo', 'EOS']"
"['they', 'wanted', 'protection', 'EOS', 'SOS']","['ellos', 'EOS']","['querian', 'proteccion', 'EOS', 'SOS', 'SOS']"
"['can', 'you', 'drive', '?', 'EOS']","['te', '?', '?', 'EOS']","['tu', 'puedes', 'conducir', '?', 'EOS']"
"['i', 'was', 'restless', 'EOS', 'SOS']","['me', 'estaba', 'EOS']","['yo', 'era', 'inquieto', 'EOS', 'SOS']"
"['my', 'daughter', 'was', 'premature', 'EOS']","['mi', 'mi', 'mi', 'EOS']","['mi', 'hija', 'nacio', 'prematuramente', 'EOS']"
"['thanks', 'for', 'the', 'pizza', 'EOS']","['gracias', 'la', 'la', 'EOS']","['gracias', 'por', 'la', 'pizza', 'EOS']"
"['are', 'you', 'studying', '?', 'EOS']","['eres', '?', '?', 'EOS']","['tu', 'estudias', '?', 'EOS', 'SOS']"
"['this', 'is', 'a', 'hospital', 'EOS']","['esto', 'es', 'un', 'EOS']","['esto', 'es', 'un', 'hospital', 'EOS']"
"['i', 'ordered', 'new', 'furniture', 'EOS']","['yo', 'a', 'EOS']","['pedi', 'muebles', 'nuevos', 'EOS', 'SOS']"
"['tom', 'became', 'a', 'teacher', 'EOS']","['tom', 'se', 'un', 'EOS']","['tom', 'se', 'hizo', 'profesor', 'EOS']"
"['that', 'might', 'be', 'true', 'EOS']","['eso', 'eso', 'es', 'EOS']","['puede', 'ser', 'cierto', 'EOS', 'SOS']"
"['i', 'miss', 'my', 'hometown', 'EOS']","['me', 'mi', 'mi', 'EOS']","['extrano', 'mi', 'pueblo', 'natal', 'EOS']"
"['i', 'brushed', 'my', 'hair', 'EOS']","['me', 'me', 'mi', 'EOS']","['me', 'peine', 'el', 'pelo', 'EOS']"
"['you', 're', 'good', 'EOS', 'SOS']","['eres', 'eres', 'EOS']","['eres', 'bueno', 'EOS', 'SOS', 'SOS']"
"['remain', 'seated', 'please', 'EOS', 'SOS']","['por', 'por', 'por', 'EOS']","['quedense', 'sentados', 'por', 'favor', 'EOS']"
