Input,Output,Target
"['s', 'i', 'g', 'u', 'e', ' ', 's', 'o', 'n', 'r', 'i', 'e', 'n', 'd', 'o', 'EOS']","['y', 'e', 'e', 'p', ' ', 'i', 'o', 'o', 'l', 'l', 'n', 'g', 'EOS']","['k', 'e', 'e', 'p', ' ', 's', 'm', 'i', 'l', 'i', 'n', 'g', 'EOS']"
"['t', 'o', 'm', ' ', 'd', 'e', 'j', 'o', ' ', 'u', 'n', ' ', 'm', 'e', 'n', 's', 'a', 'j', 'e', 'EOS']","['t', 'o', 'm', ' ', 'i', 'o', 'a', 't', ' ', 't', ' ', 'c', 'a', 'a', 't', 'EOS']","['t', 'o', 'm', ' ', 'l', 'e', 'f', 't', ' ', 'a', ' ', 'm', 'e', 's', 's', 'a', 'g', 'e', 'EOS']"
"['l', 'o', ' ', 'e', 'c', 'h', 'o', ' ', 'd', 'e', ' ', 'm', 'e', 'n', 'o', 's', 'EOS']","['i', ' ', 'l', ' ', 's', 't', ' ', 't', 'n', ' ', 'SOS', 'SOS', 'SOS', 'SOS', 'SOS', 'SOS', 'SOS', 'SOS', 'SOS', 'SOS']","['i', ' ', 'm', 'i', 's', 's', ' ', 'i', 't', 'EOS']"
"['t', 'o', 'm', 'a', 's', ' ', 'a', 'p', 'l', 'a', 'u', 'd', 'i', 'o', 'EOS']","['t', 'o', 'm', ' ', 'w', 'l', 'p', 'e', 'e', 'y', 't', 'e', 'EOS']","['t', 'o', 'm', ' ', 'a', 'p', 'p', 'l', 'a', 'u', 'd', 'e', 'd', 'EOS']"
"['t', 'e', 'n', 'g', 'o', ' ', 'u', 'n', ' ', 'e', 's', 'c', 'u', 'i', 'n', 'c', 'l', 'e', 'EOS']","['i', ' ', 'm', 'a', 'v', 'e', ' ', 'a', 'n', ' ', ' ', 'm', 'n', 'n', 'e', 'SOS', 'SOS', 'SOS', 'SOS', 'SOS']","['i', ' ', 'h', 'a', 'v', 'e', ' ', 'o', 'n', 'e', ' ', 'k', 'i', 'd', 'EOS']"
"['p', 'a', 's', 'e', 'n', 'l', 'a', ' ', 'b', 'i', 'e', 'n', 'EOS']","['t', 'e', 'v', 'e', ' ', 'a', 'o', 'n', 't', 'SOS', 'SOS', 'SOS', 'SOS', 'SOS', 'SOS', 'SOS', 'SOS', 'SOS', 'SOS', 'SOS']","['h', 'a', 'v', 'e', ' ', 'f', 'u', 'n', 'EOS']"
"['s', 'o', 'm', 'o', 's', ' ', 'p', 'a', 'd', 'r', 'e', 's', 'EOS']","['w', 'e', ' ', 'r', 'e', ' ', 'a', 'a', 'r', 'y', 'd', 'EOS']","['w', 'e', ' ', 'r', 'e', ' ', 'p', 'a', 'r', 'e', 'n', 't', 's', 'EOS']"
"['e', 's', 't', 'o', ' ', 'e', 's', 't', 'a', ' ', 'm', 'u', 'y', ' ', 'm', 'a', 'l', 'EOS']","['t', 'h', 'i', 's', ' ', 'i', 's', ' ', 'a', 'e', 'r', 'y', ' ', 's', 'o', 'c', 'EOS']","['t', 'h', 'i', 's', ' ', 'i', 's', ' ', 'v', 'e', 'r', 'y', ' ', 'b', 'a', 'd', 'EOS']"
"['h', 'o', 'y', ' ', 'e', 's', ' ', 'f', 'i', 'e', 's', 't', 'a', 'EOS']","['i', 'h', 'm', ' ', 'y', ' ', 'i', 's', ' ', 't', ' ', 'c', 'a', 'u', 'e', 'n', 'e', 'y', 'EOS']","['t', 'o', 'd', 'a', 'y', ' ', 'i', 's', ' ', 'a', ' ', 'h', 'o', 'l', 'i', 'd', 'a', 'y', 'EOS']"
"['v', 'i', 'v', 'o', ' ', 'h', 'a', 'c', 'i', 'a', ' ', 'e', 'l', ' ', 'n', 'o', 'r', 't', 'e', 'EOS']","['i', ' ', 'l', 'l', 'k', 'e', ' ', 't', 'p', ' ', 'e', 'i', 'n', 'e', 'd', 'SOS', 'SOS', 'SOS', 'SOS', 'SOS']","['i', ' ', 'l', 'i', 'v', 'e', ' ', 'u', 'p', 's', 't', 'a', 't', 'e', 'EOS']"
"['d', 'e', 'j', 'a', 'm', 'e', ' ', 'm', 'a', 'n', 'e', 'j', 'a', 'r', ' ', 'e', 's', 't', 'o', 'EOS']","['l', 'e', 't', ' ', 's', 'e', ' ', 't', 'a', 'p', ' ', ' ', 'y', ' ', 't', 'h', 'e', 's', 'EOS']","['l', 'e', 't', ' ', 'm', 'e', ' ', 'h', 'a', 'n', 'd', 'l', 'e', ' ', 't', 'h', 'i', 's', 'EOS']"
"['e', 'r', 'a', ' ', 'm', 'e', 'n', 't', 'i', 'r', 'a', 'EOS']","['i', 'h', 'e', 't', ' ', 's', 'a', 's', ' ', 'a', ' ', 'c', 'o', 'v', 'd', 'SOS', 'SOS', 'SOS', 'SOS', 'SOS']","['t', 'h', 'a', 't', ' ', 'w', 'a', 's', ' ', 'a', ' ', 'l', 'i', 'e', 'EOS']"
"['e', 'l', ' ', 'e', 's', ' ', 'u', 'n', 'i', 'v', 'e', 'r', 's', 'i', 't', 'a', 'r', 'i', 'o', 'EOS']","['h', 'e', ' ', 's', 's', ' ', 'a', 'n', ' ', 't', 'o', 'm', 'd', 'e', 'd', 'EOS']","['h', 'e', ' ', 'i', 's', ' ', 'i', 'n', ' ', 'c', 'o', 'l', 'l', 'e', 'g', 'e', 'EOS']"
"['e', 's', ' ', 'u', 'n', ' ', 'p', 'e', 'z', 'EOS']","['i', 't', ' ', 's', ' ', 'a', ' ', 'b', 'i', 'r', 't', 'EOS']","['i', 't', ' ', 's', ' ', 'a', ' ', 'f', 'i', 's', 'h', 'EOS']"
"['e', 's', 't', 'a', ' ', 'b', 'i', 'e', 'n', 'EOS']","['i', 't', ' ', 's', ' ', 's', 'n', ' ', 'SOS', 'SOS', 'SOS', 'SOS', 'SOS', 'SOS', 'SOS', 'SOS', 'SOS', 'SOS', 'SOS', 'SOS']","['i', 't', ' ', 's', ' ', 'o', 'k', 'EOS']"
"['p', 'o', 'r', ' ', 'f', 'a', 'v', 'o', 'r', ' ', 'e', 'n', 't', 'r', 'e', 'EOS']","['i', 'l', 'e', 'a', 's', 'e', ' ', 't', 'o', 'm', 'e', ' ', 't', 'n', 'EOS']","['p', 'l', 'e', 'a', 's', 'e', ' ', 'c', 'o', 'm', 'e', ' ', 'i', 'n', 'EOS']"
"['t', 'o', 'm', ' ', 'c', 'a', 'n', 't', 'a', 'EOS']","['t', 'o', 'm', ' ', 'w', 's', ' ', 'a', 't', 'n', 'g', 'EOS']","['t', 'o', 'm', ' ', 'i', 's', ' ', 's', 'i', 'n', 'g', 'i', 'n', 'g', 'EOS']"
"['n', 'o', ' ', 'm', 'e', ' ', 'e', 's', 't', 'a', 'f', 'e', 's', ' ', '!', 'EOS']","['d', 'o', 'n', ' ', 't', ' ', 's', 'e', 'n', 'e', 'i', 'e', ' ', '?', 'n', ' ', ' ', '?', 'EOS']","['d', 'o', 'n', ' ', 't', ' ', 'r', 'i', 'p', ' ', 'm', 'e', ' ', 'o', 'f', 'f', ' ', '!', 'EOS']"
"['e', 's', 't', 'o', 'y', ' ', 'e', 'n', ' ', 'p', 'e', 'l', 'i', 'g', 'r', 'o', 'EOS']","['i', ' ', 'm', ' ', 'a', 'n', ' ', 't', 'o', 'y', 'g', 'e', 'r', 'EOS']","['i', ' ', 'm', ' ', 'i', 'n', ' ', 'd', 'a', 'n', 'g', 'e', 'r', 'EOS']"
"['s', 'u', 'b', 'a', ' ', 'e', 'l', ' ', 'v', 'o', 'l', 'u', 'm', 'e', 'n', 'EOS']","['i', 'h', 'r', 'n', ' ', 't', 's', ' ', 'a', 'h', 'e', ' ', 'b', 'e', 'r', 'e', 's', 'e', 'EOS']","['t', 'u', 'r', 'n', ' ', 'u', 'p', ' ', 't', 'h', 'e', ' ', 'v', 'o', 'l', 'u', 'm', 'e', 'EOS']"
"['t', 'e', 'n', ' ', 'p', 'i', 'e', 'd', 'a', 'd', ' ', 'd', 'e', ' ', 'm', 'i', 'EOS']","['i', 'h', 'e', ' ', ' ', 'i', 'l', 'l', 'e', ' ', 't', 'n', ' ', 't', 'e', 'EOS']","['s', 'h', 'o', 'w', ' ', 'p', 'i', 't', 'y', ' ', 'o', 'n', ' ', 'm', 'e', 'EOS']"
"['e', 'l', 'l', 'o', 's', ' ', 'v', 'i', 'v', 'e', 'n', ' ', 'e', 'n', ' ', 'p', 'a', 'z', 'EOS']","['t', 'h', 'e', 'y', ' ', 'r', 'o', 'k', 'e', ' ', 'm', 'n', ' ', 't', 'a', 'a', 't', 'h', 'EOS']","['t', 'h', 'e', 'y', ' ', 'l', 'i', 'v', 'e', ' ', 'i', 'n', ' ', 'p', 'e', 'a', 'c', 'e', 'EOS']"
"['t', 'o', 'm', ' ', 'q', 'u', 'e', 'r', 'i', 'a', ' ', 'm', 'a', 's', 'EOS']","['t', 'o', 'm', ' ', 'w', 'a', 's', 't', ' ', 'd', ' ', 't', 'e', 'r', 'e', 'EOS']","['t', 'o', 'm', ' ', 'w', 'a', 'n', 't', 'e', 'd', ' ', 'm', 'o', 'r', 'e', 'EOS']"
"['e', 's', 't', 'a', ' ', 'd', 'e', ' ', 'm', 'o', 'r', 'r', 'o', 's', 'EOS']","['i', 'e', ' ', 's', 's', ' ', 'a', 'o', 'e', 'y', 'd', 'i', 'EOS']","['h', 'e', ' ', 'i', 's', ' ', 'c', 'r', 'a', 'n', 'k', 'y', 'EOS']"
"['y', 'o', ' ', 'n', 'o', ' ', 'v', 'i', ' ', 'n', 'a', 'd', 'a', 'EOS']","['i', ' ', 'd', 'a', 'n', ' ', 'i', 'o', 't', ' ', 'i', 'n', 'g', 'EOS']","['i', ' ', 's', 'a', 'w', ' ', 'n', 'o', 't', 'h', 'i', 'n', 'g', 'EOS']"
"['l', 'o', ' ', 'h', 'i', 'c', 'e', ' ', 'm', 'a', 'l', 'EOS']","['i', ' ', 'l', 'o', 'd', 'n', 't', 't', ' ', 't', 'a', 'i', 'n', 'g', 'EOS']","['i', ' ', 'd', 'i', 'd', ' ', 'i', 't', ' ', 'w', 'r', 'o', 'n', 'g', 'EOS']"
"['n', 'o', ' ', 'n', 'o', 's', ' ', 'p', 'u', 'e', 'd', 'e', 's', ' ', 'p', 'a', 'r', 'a', 'r', 'EOS']","['y', 'o', 'u', ' ', 'c', 'a', 'n', ' ', 't', ' ', 's', 't', 'o', 'p', ' ', 't', 'p', 'EOS']","['y', 'o', 'u', ' ', 'c', 'a', 'n', ' ', 't', ' ', 's', 't', 'o', 'p', ' ', 'u', 's', 'EOS']"
"['d', 'e', 'v', 'u', 'e', 'l', 'v', 'e', 'm', 'e', ' ', 'm', 'i', ' ', 'b', 'o', 'l', 's', 'o', 'EOS']","['l', 'e', 'v', 'e', ' ', 't', 'e', ' ', 'a', 'e', 't', 'k', ' ', 'i', 'e', ' ', 's', 'a', 'c', 'EOS']","['g', 'i', 'v', 'e', ' ', 'm', 'e', ' ', 'b', 'a', 'c', 'k', ' ', 'm', 'y', ' ', 'b', 'a', 'g', 'EOS']"
"['e', 'l', 'l', 'a', ' ', 'a', 'u', 'n', ' ', 'l', 'o', ' ', 'a', 'm', 'a', 'b', 'a', 'EOS']","['s', 'h', 'e', ' ', 'w', ' ', 'a', 'l', 'l', ' ', 'm', 'o', 'o', 'e', 'EOS']","['s', 'h', 'e', ' ', 's', 't', 'i', 'l', 'l', ' ', 'l', 'o', 'v', 'e', 'd', ' ', 'h', 'i', 'm', 'EOS']"
"['p', 'u', 'e', 'd', 'o', ' ', 'v', 'e', 'r', 'l', 'e', 's', ' ', '?', 'EOS']","['w', 'a', 'n', ' ', 'y', ' ', 'l', 'e', 'e', ' ', 't', 'h', 'e', ' ', ' ', '?', 'EOS']","['c', 'a', 'n', ' ', 'i', ' ', 's', 'e', 'e', ' ', 't', 'h', 'e', 'm', ' ', '?', 'EOS']"
"['s', 'o', 'y', ' ', 'q', 'u', 'i', 's', 'q', 'u', 'i', 'l', 'l', 'o', 's', 'o', 'EOS']","['i', ' ', 'm', ' ', 'a', 'i', 'r', 'e', 'n', 'e', ' ', 'EOS']","['i', ' ', 'm', ' ', 'f', 'i', 'n', 'i', 'c', 'k', 'y', 'EOS']"
"['q', 'u', 'i', 'e', 'n', ' ', 's', 'o', 'y', ' ', '?', 'EOS']","['w', 'h', 'a', ' ', 's', 'r', ' ', 'i', 'n', 'm', 'EOS']","['w', 'h', 'o', ' ', 'a', 'm', ' ', 'i', ' ', '?', 'EOS']"
"['s', 'u', ' ', 'p', 'a', 'l', 'a', 'b', 'r', 'a', ' ', 'e', 's', ' ', 'l', 'e', 'y', 'EOS']","['y', 'e', 's', ' ', 'i', 'a', 'n', 's', ' ', 't', 's', ' ', 'a', 'o', 't', 'a', 'SOS', 'SOS', 'SOS', 'SOS']","['h', 'i', 's', ' ', 'w', 'o', 'r', 'd', ' ', 'i', 's', ' ', 'l', 'a', 'w', 'EOS']"
"['a', 'c', 'a', 'b', 'a', 't', 'e', ' ', 'e', 'l', ' ', 'c', 'a', 'f', 'e', 'EOS']","['i', 'o', 'n', 'g', 'n', 'e', ' ', 't', 'o', 'u', 'r', ' ', 't', 'o', 'm', 'f', 'e', 'e', 'EOS']","['f', 'i', 'n', 'i', 's', 'h', ' ', 'y', 'o', 'u', 'r', ' ', 'c', 'o', 'f', 'f', 'e', 'e', 'EOS']"
"['n', 'o', ' ', 'f', 'u', 'e', ' ', 't', 'a', 'n', ' ', 'd', 'u', 'r', 'o', 'EOS']","['i', 't', ' ', 's', 'a', 's', ' ', ' ', 't', ' ', 'b', 'h', 'e', 't', ' ', 'i', 'i', 'p', 'EOS']","['i', 't', ' ', 'w', 'a', 's', 'n', ' ', 't', ' ', 't', 'h', 'a', 't', ' ', 'h', 'a', 'r', 'd', 'EOS']"
"['l', 'l', 'a', 'm', 'a', 'l', 'o', ' ', 'a', ' ', 't', 'o', 'm', 'a', 's', ' ', '!', 'EOS']","['d', 'o', 'v', 'e', ' ', 't', 'h', ' ', ' ', 's', ' ', 'd', 'a', 'r', 'EOS']","['g', 'i', 'v', 'e', ' ', 't', 'o', 'm', ' ', 'a', ' ', 'c', 'a', 'l', 'l', 'EOS']"
"['t', 'e', 'n', 'g', 'o', ' ', 'u', 'n', ' ', 'h', 'e', 'r', 'm', 'a', 'n', 'o', 'EOS']","['i', ' ', 'm', 'a', 'v', 'e', ' ', 'a', 'n', ' ', ' ', 'm', 'o', 'o', 'n', 'h', 'e', 'r', 'EOS']","['i', ' ', 'h', 'a', 'v', 'e', ' ', 'o', 'n', 'e', ' ', 'b', 'r', 'o', 't', 'h', 'e', 'r', 'EOS']"
"['o', 'i', ' ', 'l', 'a', ' ', 'c', 'a', 'm', 'p', 'a', 'n', 'a', 'EOS']","['i', ' ', 'l', 'a', 'l', 'r', ' ', ' ', 't', 'o', 'e', ' ', 'c', 'o', 'a', 'l', 'EOS']","['i', ' ', 'h', 'e', 'a', 'r', 'd', ' ', 't', 'h', 'e', ' ', 'b', 'e', 'l', 'l', 'EOS']"
"['q', 'u', 'i', 'e', 'r', 'o', ' ', 'a', ' ', 't', 'o', 'm', 'EOS']","['i', ' ', 'w', 'a', 'n', 't', ' ', 't', 'o', ' ', ' ', 'SOS', 'SOS', 'SOS', 'SOS', 'SOS', 'SOS', 'SOS', 'SOS', 'SOS']","['i', ' ', 'w', 'a', 'n', 't', ' ', 't', 'o', 'm', 'EOS']"
"['m', 'u', 'c', 'h', 'o', ' ', 'e', 's', 't', 'a', ' ', 'e', 'n', ' ', 'j', 'u', 'e', 'g', 'o', 'EOS']","['i', 'r', 'l', 'i', 'o', 'e', 't', 't', ' ', 't', ' ', ' ', 't', 't', 'o', 'r', 'e', 'EOS']","['a', ' ', 'l', 'o', 't', ' ', 'i', 's', ' ', 'a', 't', ' ', 's', 't', 'a', 'k', 'e', 'EOS']"
"['v', 'i', 'v', 'o', ' ', 'a', 'q', 'u', 'i', ' ', 's', 'o', 'l', 'o', 'EOS']","['i', ' ', 'w', 'l', 'k', 'e', ' ', 't', 'e', 'r', 'e', ' ', 'm', ' ', 'o', 'n', 'e', 'EOS']","['i', ' ', 'l', 'i', 'v', 'e', ' ', 'h', 'e', 'r', 'e', ' ', 'a', 'l', 'o', 'n', 'e', 'EOS']"
"['t', 'o', 'm', ' ', 'e', 's', ' ', 'n', 'u', 'e', 'v', 'o', 'EOS']","['t', 'o', 'm', ' ', 'i', 's', ' ', 'a', 'o', 'e', 'EOS']","['t', 'o', 'm', ' ', 'i', 's', ' ', 'n', 'e', 'w', 'EOS']"
"['h', 'i', 'c', 'e', ' ', 'l', 'o', ' ', 'q', 'u', 'e', ' ', 'q', 'u', 'i', 's', 'e', 'EOS']","['i', ' ', 'l', 'o', 'd', 'n', 't', 'a', 'i', 't', ' ', 'i', 't', 's', 'o', 'k', 'e', ' ', 'EOS']","['i', ' ', 'd', 'i', 'd', ' ', 'w', 'h', 'a', 't', ' ', 'i', ' ', 'l', 'i', 'k', 'e', 'd', 'EOS']"
"['n', 'o', ' ', 'c', 'o', 'm', 'a', 's', ' ', 'e', 'n', ' ', 'm', 'i', ' ', 'a', 'u', 't', 'o', 'EOS']","['w', 'o', 'n', ' ', 't', ' ', 's', 'a', 't', ' ', 't', 't', ' ', 't', 'o', ' ', 't', 'a', 'r', 'EOS']","['d', 'o', 'n', ' ', 't', ' ', 'e', 'a', 't', ' ', 'i', 'n', ' ', 'm', 'y', ' ', 'c', 'a', 'r', 'EOS']"
"['m', 'e', ' ', 'g', 'u', 's', 't', 'a', ' ', 'e', 'l', ' ', 'h', 'e', 'l', 'a', 'd', 'o', 'EOS']","['i', ' ', 'l', 'i', 'k', 'e', ' ', 't', 't', 'h', ' ', 't', 'o', 'a', 'a', 't', 'EOS']","['i', ' ', 'l', 'i', 'k', 'e', ' ', 'i', 'c', 'e', ' ', 'c', 'r', 'e', 'a', 'm', 'EOS']"
"['c', 'o', 'g', 'e', 'l', 'o', 'EOS']","['l', 'e', 'i', 'v', 'l', 'i', 'h', 'e', 't', 'EOS']","['g', 'r', 'a', 'b', ' ', 't', 'h', 'a', 't', 'EOS']"
"['q', 'u', 'e', ' ', 's', 'u', 'e', 'r', 't', 'u', 'd', 'o', ' ', '!', 'EOS']","['w', 'o', 'u', ' ', 'l', 'o', 's', 'k', ' ', ' ', '!', 'o', 'a', 'e', 'n', 'e', '?', 'EOS']","['y', 'o', 'u', ' ', 'l', 'u', 'c', 'k', 'y', ' ', 'd', 'e', 'v', 'i', 'l', ' ', '!', 'EOS']"
"['v', 'e', ' ', 'y', ' ', 'b', 'a', 'n', 'a', 't', 'e', ' ', 'p', 'r', 'i', 'm', 'e', 'r', 'o', 'EOS']","['i', 'o', ' ', 't', 'n', ' ', ' ', 't', 't', 'o', 'w', ' ', ' ', ' ', 'm', 'o', 'n', 'e', 'EOS']","['g', 'o', ' ', 'a', 'n', 'd', ' ', 's', 'h', 'o', 'w', 'e', 'r', ' ', 'f', 'i', 'r', 's', 't', 'EOS']"
"['t', 'o', 'm', ' ', 'c', 'a', 'r', 'g', 'o', ' ', 'e', 'l', ' ', 'a', 'r', 'm', 'a', 'EOS']","['t', 'o', 'm', ' ', 'w', 'o', 'o', 'k', ' ', 'd', ' ', 't', 'i', 'm', ' ', 't', 'o', 't', 'EOS']","['t', 'o', 'm', ' ', 'l', 'o', 'a', 'd', 'e', 'd', ' ', 'h', 'i', 's', ' ', 'g', 'u', 'n', 'EOS']"
"['e', 's', ' ', 'u', 'n', ' ', 'p', 'r', 'o', 'b', 'l', 'e', 'm', 'a', ' ', '?', 'EOS']","['i', 's', ' ', 't', 'h', 'a', 't', ' ', 'a', ' ', ' ', 'i', 't', ' ', ' ', 'r', 'd', '?', 'EOS']","['i', 's', ' ', 't', 'h', 'a', 't', ' ', 'a', 'n', ' ', 'i', 's', 's', 'u', 'e', ' ', '?', 'EOS']"
"['a', 'b', 'r', 'a', ' ', 'l', 'a', ' ', 'b', 'o', 'c', 'a', ' ', '!', 'EOS']","['g', 'p', 'e', 'n', ' ', 't', 'o', 'u', ' ', ' ', 't', 'e', 'n', 's', 'h', ' ', 'SOS', 'SOS', 'SOS', 'SOS']","['o', 'p', 'e', 'n', ' ', 'y', 'o', 'u', 'r', ' ', 'm', 'o', 'u', 't', 'h', 'EOS']"
"['e', 'r', 'e', 's', ' ', 'm', 'u', 'y', ' ', 'i', 'n', 'g', 'e', 'n', 'u', 'o', 'EOS']","['y', 'o', 'u', ' ', 'r', 'e', ' ', 'a', 'o', ' ', 'c', 'o', 'y', 'n', 'e', 'EOS']","['y', 'o', 'u', ' ', 'r', 'e', ' ', 's', 'o', ' ', 'n', 'a', 'i', 'v', 'e', 'EOS']"
"['e', 's', 't', 'o', 'y', ' ', 'd', 'e', ' ', 's', 'u', ' ', 'l', 'a', 'd', 'o', 'EOS']","['i', ' ', 'm', ' ', 'a', 'n', ' ', 't', 'o', 'u', 'r', ' ', 's', 'o', 'n', 'EOS']","['i', ' ', 'm', ' ', 'o', 'n', ' ', 'y', 'o', 'u', 'r', ' ', 's', 'i', 'd', 'e', 'EOS']"
"['e', 's', 't', 'a', 'n', ' ', 'l', 'o', 'c', 'a', 's', 'EOS']","['t', 'h', 'e', 'y', ' ', 'r', 'e', ' ', 'a', 'o', 'e', 'n', 'y', 'EOS']","['t', 'h', 'e', 'y', ' ', 'r', 'e', ' ', 'c', 'r', 'a', 'z', 'y', 'EOS']"
"['e', 's', 'c', 'r', 'i', 'b', 'i', 'd', ' ', 'c', 'o', 'n', ' ', 't', 'i', 'n', 't', 'a', 'EOS']","['i', 'e', 'i', 'n', 'e', ' ', 'i', 't', ' ', 't', 't', ' ', 'i', 'SOS', 'SOS', 'SOS', 'SOS', 'SOS', 'SOS', 'SOS']","['w', 'r', 'i', 't', 'e', ' ', 'i', 'n', ' ', 'i', 'n', 'k', 'EOS']"
"['l', 'o', ' ', 'h', 'a', 'g', 'o', ' ', 'm', 'u', 'c', 'h', 'o', 'EOS']","['i', ' ', 'm', 'o', 'n', 't', 'h', 'e', 't', ' ', 'a', ' ', 'c', 'o', 'o', 'EOS']","['i', ' ', 'd', 'o', ' ', 't', 'h', 'a', 't', ' ', 'a', ' ', 'l', 'o', 't', 'EOS']"
"['s', 'o', 'n', ' ', 'i', 'n', 'm', 'a', 'd', 'u', 'r', 'o', 's', 'EOS']","['t', 'h', 'e', 'y', ' ', 'r', 'e', ' ', 'a', 'n', 'p', 'o', 'n', 'e', 'r', 'e', 'EOS']","['t', 'h', 'e', 'y', ' ', 'r', 'e', ' ', 'i', 'm', 'm', 'a', 't', 'u', 'r', 'e', 'EOS']"
"['n', 'o', ' ', 'l', 'e', ' ', 'g', 'r', 'i', 't', 'e', 's', ' ', 'a', ' ', 't', 'o', 'm', 'EOS']","['d', 'o', 'n', ' ', 't', ' ', 's', 'o', 'e', 'l', ' ', 'b', 't', ' ', 't', 'h', 'm', 'EOS']","['d', 'o', 'n', ' ', 't', ' ', 'y', 'e', 'l', 'l', ' ', 'a', 't', ' ', 't', 'o', 'm', 'EOS']"
"['e', 's', 't', 'o', 'y', ' ', 'm', 'u', 'y', ' ', 'e', 'n', 'o', 'j', 'a', 'd', 'a', 'EOS']","['i', ' ', 'm', ' ', 'a', 'e', 'r', 'y', ' ', 'c', 'n', ' ', 'r', 'y', 'EOS']","['i', ' ', 'm', ' ', 'v', 'e', 'r', 'y', ' ', 'a', 'n', 'g', 'r', 'y', 'EOS']"
"['e', 's', ' ', 'a', 's', 'o', 'm', 'b', 'r', 'o', 's', 'o', 'EOS']","['t', 't', ' ', 's', ' ', 'a', ' ', ' ', 'r', 'y', 'n', 'g', 'EOS']","['i', 't', ' ', 's', ' ', 'a', 'm', 'a', 'z', 'i', 'n', 'g', 'EOS']"
"['a', ' ', 'm', 'i', ' ', 'm', 'e', ' ', 'g', 'u', 's', 't', 'a', 'b', 'a', ' ', 'e', 's', 'o', 'EOS']","['t', ' ', 'l', 'l', 'v', 'e', ' ', ' ', 't', 'h', 'e', 't', ' ', 'SOS', 'SOS', 'SOS', 'SOS', 'SOS', 'SOS', 'SOS']","['i', ' ', 'l', 'o', 'v', 'e', 'd', ' ', 't', 'h', 'a', 't', 'EOS']"
